Store,Location,Month,Year,WeekEndDate, Exits , Exits LY ,# Sale Txns,# Sale Txns LY
2,"MILWAUKEE, WI",FEB,2026,2/7/2026,"4,651","4,267","2,466","2,362"
2,"MILWAUKEE, WI",FEB,2026,2/14/2026,"4,151","4,038","2,247","2,262"
2,"MILWAUKEE, WI",FEB,2026,2/21/2026,"4,511","4,456","2,383","2,410"
2,"MILWAUKEE, WI",FEB,2026,2/28/2026,"3,319","3,477","1,688","1,850"
2,"MILWAUKEE, WI",MAR,2026,3/7/2026,"5,463","5,203","2,853","2,829"
2,"MILWAUKEE, WI",MAR,2026,3/14/2026,"5,619","5,858","2,861","3,095"
2,"MILWAUKEE, WI",MAR,2026,3/21/2026,"5,575","5,713","2,822","3,083"
2,"MILWAUKEE, WI",MAR,2026,3/28/2026,"5,421","6,705","2,804","3,416"
2,"MILWAUKEE, WI",MAR,2026,4/4/2026,"5,760","5,162","2,991","2,875"
2,"MILWAUKEE, WI",APR,2026,4/11/2026,"4,450","5,366","2,402","2,904"
3,"BRAINTREE, MA",FEB,2026,2/7/2026,"3,816","4,143","2,330","2,345"
3,"BRAINTREE, MA",FEB,2026,2/14/2026,"6,949","6,356","3,950","3,637"
3,"BRAINTREE, MA",FEB,2026,2/21/2026,"3,566","3,209","1,946","1,734"
3,"BRAINTREE, MA",MAR,2026,3/14/2026,"1,876","1,834","1,115",949
3,"BRAINTREE, MA",MAR,2026,4/4/2026,"2,324","1,779","1,335",941
3,"BRAINTREE, MA",APR,2026,4/11/2026,91,"1,563",14,845
6,"PARAMUS, NJ (RT. 17)",FEB,2026,2/7/2026,"3,589","3,501","1,974","2,006"
6,"PARAMUS, NJ (RT. 17)",FEB,2026,2/14/2026,"4,620","4,378","2,509","2,376"
6,"PARAMUS, NJ (RT. 17)",FEB,2026,2/21/2026,"4,237","4,386","2,262","2,272"
6,"PARAMUS, NJ (RT. 17)",FEB,2026,2/28/2026,"2,699","3,547","1,403","1,926"
6,"PARAMUS, NJ (RT. 17)",MAR,2026,3/7/2026,"4,672","5,021","2,640","2,750"
6,"PARAMUS, NJ (RT. 17)",MAR,2026,3/14/2026,"5,390","5,259","3,001","2,887"
6,"PARAMUS, NJ (RT. 17)",MAR,2026,3/21/2026,"5,487","5,454","3,085","3,028"
6,"PARAMUS, NJ (RT. 17)",MAR,2026,3/28/2026,"5,421","5,371","3,100","3,056"
6,"PARAMUS, NJ (RT. 17)",MAR,2026,4/4/2026,"6,239","5,658","3,455","3,095"
6,"PARAMUS, NJ (RT. 17)",APR,2026,4/11/2026,"5,707","5,442","3,179","3,000"
8,"STONY BROOK, NY",FEB,2026,2/28/2026,"2,659","3,839","1,322","1,886"
8,"STONY BROOK, NY",MAR,2026,3/7/2026,"5,012","6,035","2,536","2,834"
8,"STONY BROOK, NY",MAR,2026,3/14/2026,"5,393","6,324","2,654","3,009"
8,"STONY BROOK, NY",MAR,2026,3/21/2026,"5,573","6,626","2,665","3,048"
8,"STONY BROOK, NY",MAR,2026,3/28/2026,"5,333","6,258","2,687","2,956"
8,"STONY BROOK, NY",MAR,2026,4/4/2026,"5,534","5,712","2,667","2,727"
8,"STONY BROOK, NY",APR,2026,4/11/2026,"5,473","6,513","2,650","3,020"
12,"FORESTVILLE, MD",FEB,2026,2/28/2026,"5,431","5,271","2,620","2,557"
12,"FORESTVILLE, MD",MAR,2026,3/7/2026,"6,453","6,311","3,165","3,016"
12,"FORESTVILLE, MD",MAR,2026,3/14/2026,"6,828","6,840","3,351","3,249"
12,"FORESTVILLE, MD",MAR,2026,3/21/2026,"6,489","6,853","3,254","3,182"
12,"FORESTVILLE, MD",MAR,2026,3/28/2026,"6,647","6,579","3,244","3,138"
12,"FORESTVILLE, MD",MAR,2026,4/4/2026,"5,794","5,545","2,798","2,620"
12,"FORESTVILLE, MD",APR,2026,4/11/2026,"6,205","6,610","2,909","3,107"
13,"BAILEY'S CROSSROADS, VA",FEB,2026,2/7/2026,"8,416","8,107","4,337","4,374"
13,"BAILEY'S CROSSROADS, VA",FEB,2026,2/14/2026,"10,173","8,807","5,371","4,610"
13,"BAILEY'S CROSSROADS, VA",FEB,2026,2/21/2026,"7,243","6,957","3,831","3,444"
13,"BAILEY'S CROSSROADS, VA",FEB,2026,2/28/2026,"6,075","6,395","3,331","3,331"
13,"BAILEY'S CROSSROADS, VA",MAR,2026,3/7/2026,"8,720","7,920","4,776","4,204"
13,"BAILEY'S CROSSROADS, VA",MAR,2026,3/14/2026,"8,497","6,943","4,575","3,738"
13,"BAILEY'S CROSSROADS, VA",MAR,2026,3/21/2026,"12,415","10,731","6,553","5,379"
13,"BAILEY'S CROSSROADS, VA",MAR,2026,3/28/2026,"11,130","12,093","6,000","6,142"
13,"BAILEY'S CROSSROADS, VA",MAR,2026,4/4/2026,"12,149","10,770","6,557","5,755"
13,"BAILEY'S CROSSROADS, VA",APR,2026,4/11/2026,"9,814","10,497","5,343","5,591"
14,"DORAVILLE, GA",FEB,2026,2/7/2026,805,658,503,468
14,"DORAVILLE, GA",FEB,2026,2/14/2026,"1,743","1,683","1,049","1,068"
14,"DORAVILLE, GA",FEB,2026,2/21/2026,"1,374","1,498",815,764
14,"DORAVILLE, GA",FEB,2026,2/28/2026,"3,117","3,052","1,935","1,813"
14,"DORAVILLE, GA",MAR,2026,3/7/2026,"2,945","2,705","1,792","1,633"
14,"DORAVILLE, GA",MAR,2026,3/14/2026,"3,114","3,130","1,907","1,769"
14,"DORAVILLE, GA",MAR,2026,3/21/2026,"3,501","3,365","2,075","2,003"
14,"DORAVILLE, GA",MAR,2026,3/28/2026,"3,475","3,454","2,137","2,100"
14,"DORAVILLE, GA",MAR,2026,4/4/2026,"2,753","2,785","1,617","1,557"
14,"DORAVILLE, GA",APR,2026,4/11/2026,"3,793","5,114","2,223","2,920"
19,"ARLINGTON HTS., IL",FEB,2026,2/7/2026,"3,559","3,643","1,912","1,957"
19,"ARLINGTON HTS., IL",FEB,2026,2/14/2026,"5,618","5,380","3,009","2,691"
19,"ARLINGTON HTS., IL",FEB,2026,2/21/2026,"5,581","5,549","2,913","2,775"
19,"ARLINGTON HTS., IL",FEB,2026,2/28/2026,"4,738","5,556","2,483","2,824"
19,"ARLINGTON HTS., IL",MAR,2026,3/7/2026,"5,682","5,900","3,031","2,991"
19,"ARLINGTON HTS., IL",MAR,2026,3/14/2026,"5,482","6,550","3,006","3,350"
19,"ARLINGTON HTS., IL",MAR,2026,3/21/2026,"5,632","6,439","3,035","3,210"
19,"ARLINGTON HTS., IL",MAR,2026,3/28/2026,"6,072","6,622","3,041","3,275"
19,"ARLINGTON HTS., IL",MAR,2026,4/4/2026,"6,025","6,229","3,238","3,097"
19,"ARLINGTON HTS., IL",APR,2026,4/11/2026,"4,838","6,381","2,668","3,178"
22,"STRATFORD, CT",FEB,2026,2/7/2026,"9,800","9,166","5,415","4,891"
22,"STRATFORD, CT",FEB,2026,2/14/2026,"10,840","10,019","5,875","5,567"
22,"STRATFORD, CT",FEB,2026,2/21/2026,"10,853","10,991","6,182","5,941"
22,"STRATFORD, CT",FEB,2026,2/28/2026,"9,630","11,234","5,599","6,350"
22,"STRATFORD, CT",MAR,2026,3/7/2026,"11,349","11,547","6,770","6,408"
22,"STRATFORD, CT",MAR,2026,3/14/2026,"12,122","12,647","7,280","6,744"
22,"STRATFORD, CT",MAR,2026,3/21/2026,"12,524","12,407","7,113","6,753"
22,"STRATFORD, CT",MAR,2026,3/28/2026,"12,147","11,838","6,984","6,982"
22,"STRATFORD, CT",MAR,2026,4/4/2026,"13,428","12,159","7,903","6,772"
22,"STRATFORD, CT",APR,2026,4/11/2026,"10,935","12,567","6,314","6,976"
23,"NEW LONDON, CT",FEB,2026,2/7/2026,"5,167","4,461","3,115","2,852"
23,"NEW LONDON, CT",FEB,2026,2/14/2026,"6,277","5,247","3,832","3,283"
23,"NEW LONDON, CT",FEB,2026,2/21/2026,"5,907","5,983","3,572","3,350"
23,"NEW LONDON, CT",FEB,2026,2/28/2026,"3,432","3,235","2,145","2,026"
23,"NEW LONDON, CT",MAR,2026,3/7/2026,"6,427","5,755","4,008","3,698"
23,"NEW LONDON, CT",MAR,2026,3/14/2026,"6,444","5,628","4,059","3,562"
23,"NEW LONDON, CT",MAR,2026,3/21/2026,"6,178","5,878","3,892","3,811"
23,"NEW LONDON, CT",MAR,2026,3/28/2026,"6,134","5,593","3,801","3,647"
23,"NEW LONDON, CT",MAR,2026,4/4/2026,"6,202","4,905","3,980","3,192"
23,"NEW LONDON, CT",APR,2026,4/11/2026,"5,738","6,059","3,684","3,828"
24,"SOUTHFIELD, MI",FEB,2026,2/7/2026,"2,573","2,749","1,816","1,981"
24,"SOUTHFIELD, MI",FEB,2026,2/14/2026,"3,014","2,967","2,093","2,058"
24,"SOUTHFIELD, MI",FEB,2026,2/21/2026,"3,247","3,469","2,261","2,491"
24,"SOUTHFIELD, MI",FEB,2026,2/28/2026,"3,684","4,257","2,619","2,890"
24,"SOUTHFIELD, MI",MAR,2026,3/7/2026,"3,330","3,569","2,342","2,552"
24,"SOUTHFIELD, MI",MAR,2026,3/14/2026,"4,201","4,574","2,905","3,082"
24,"SOUTHFIELD, MI",MAR,2026,3/21/2026,"4,017","4,396","2,773","3,109"
24,"SOUTHFIELD, MI",MAR,2026,3/28/2026,"3,894","4,522","2,703","3,273"
24,"SOUTHFIELD, MI",MAR,2026,4/4/2026,"4,741","4,187","3,289","3,134"
24,"SOUTHFIELD, MI",APR,2026,4/11/2026,"3,479","4,567","2,502","3,197"
25,"STERLING HTS, MI",FEB,2026,2/7/2026,"4,370","4,073","2,847","2,686"
25,"STERLING HTS, MI",FEB,2026,2/14/2026,"6,712","5,520","4,324","3,512"
25,"STERLING HTS, MI",FEB,2026,2/21/2026,"5,403","5,028","3,499","3,252"
25,"STERLING HTS, MI",FEB,2026,2/28/2026,"5,735","5,867","3,715","3,789"
25,"STERLING HTS, MI",MAR,2026,3/7/2026,"7,280","6,833","4,653","4,298"
25,"STERLING HTS, MI",MAR,2026,3/14/2026,"7,639","7,434","4,887","4,558"
25,"STERLING HTS, MI",MAR,2026,3/21/2026,"7,887","7,737","5,025","4,841"
25,"STERLING HTS, MI",MAR,2026,3/28/2026,"8,022","8,262","5,051","4,984"
25,"STERLING HTS, MI",MAR,2026,4/4/2026,"8,949","7,504","5,592","4,806"
25,"STERLING HTS, MI",APR,2026,4/11/2026,"6,889","8,116","4,651","5,011"
26,"VILLA PARK, IL",FEB,2026,2/7/2026,"5,714","5,193","2,830","2,733"
26,"VILLA PARK, IL",FEB,2026,2/14/2026,"5,345","4,821","2,716","2,627"
26,"VILLA PARK, IL",FEB,2026,2/21/2026,"5,844","5,749","2,944","2,886"
26,"VILLA PARK, IL",FEB,2026,2/28/2026,"5,925","6,355","2,965","3,272"
26,"VILLA PARK, IL",MAR,2026,3/7/2026,"5,925","5,907","2,982","3,069"
26,"VILLA PARK, IL",MAR,2026,3/14/2026,"6,236","6,658","3,062","3,544"
26,"VILLA PARK, IL",MAR,2026,3/21/2026,"6,754","6,606","3,333","3,416"
26,"VILLA PARK, IL",MAR,2026,3/28/2026,"6,770","7,465","3,244","3,793"
26,"VILLA PARK, IL",MAR,2026,4/4/2026,"7,366","6,919","3,485","3,283"
26,"VILLA PARK, IL",APR,2026,4/11/2026,"5,598","6,701","2,810","3,328"
27,"NATICK, MA",FEB,2026,2/7/2026,"4,948","4,912","2,825","2,909"
27,"NATICK, MA",FEB,2026,2/14/2026,"5,016","4,664","2,838","2,626"
27,"NATICK, MA",FEB,2026,2/21/2026,"5,758","5,707","3,138","3,124"
27,"NATICK, MA",FEB,2026,2/28/2026,"4,390","4,334","2,414","2,415"
27,"NATICK, MA",MAR,2026,3/7/2026,"5,737","6,005","3,286","3,290"
27,"NATICK, MA",MAR,2026,3/14/2026,"6,438","6,545","3,648","3,618"
27,"NATICK, MA",MAR,2026,3/21/2026,"6,266","6,872","3,516","3,901"
27,"NATICK, MA",MAR,2026,3/28/2026,"5,187","5,547","2,946","3,115"
27,"NATICK, MA",MAR,2026,4/4/2026,"6,253","6,570","3,574","3,644"
27,"NATICK, MA",APR,2026,4/11/2026,"5,312","6,950","3,065","3,786"
32,"MEMPHIS, TN (EASTGATE)",FEB,2026,2/7/2026,"6,329","5,797","2,829","2,935"
32,"MEMPHIS, TN (EASTGATE)",FEB,2026,2/14/2026,"6,279","5,504","2,955","2,673"
32,"MEMPHIS, TN (EASTGATE)",FEB,2026,2/21/2026,"7,108","6,114","3,174","2,851"
32,"MEMPHIS, TN (EASTGATE)",FEB,2026,2/28/2026,"5,619","4,916","2,461","2,131"
32,"MEMPHIS, TN (EASTGATE)",MAR,2026,3/7/2026,"7,183","6,728","3,446","3,124"
32,"MEMPHIS, TN (EASTGATE)",MAR,2026,3/14/2026,"9,485","8,940","4,305","3,952"
32,"MEMPHIS, TN (EASTGATE)",MAR,2026,3/21/2026,"9,243","8,503","4,027","3,590"
32,"MEMPHIS, TN (EASTGATE)",MAR,2026,3/28/2026,"8,680","8,469","4,224","3,821"
32,"MEMPHIS, TN (EASTGATE)",MAR,2026,4/4/2026,"7,839","5,917","3,707","2,725"
32,"MEMPHIS, TN (EASTGATE)",APR,2026,4/11/2026,"7,668","8,967","3,636","4,019"
34,"E. PROVIDENCE, RI",APR,2026,4/11/2026,"1,330","1,295",4,650
35,"DES MOINES, IA",MAR,2026,3/28/2026,"3,798","3,825","1,921","1,830"
35,"DES MOINES, IA",MAR,2026,4/4/2026,"5,867","5,301","2,757","2,586"
35,"DES MOINES, IA",APR,2026,4/11/2026,"4,503","5,390","2,241","2,642"
41,"PARMA, OH",FEB,2026,2/7/2026,"4,109","4,459","2,109","2,283"
41,"PARMA, OH",FEB,2026,2/14/2026,"4,623","4,067","2,284","2,110"
41,"PARMA, OH",FEB,2026,2/21/2026,"5,002","4,141","2,555","2,104"
41,"PARMA, OH",FEB,2026,2/28/2026,"4,494","4,721","2,258","2,381"
41,"PARMA, OH",MAR,2026,3/7/2026,"5,746","5,433","2,878","2,646"
41,"PARMA, OH",MAR,2026,3/14/2026,"5,862","5,984","2,992","3,014"
41,"PARMA, OH",MAR,2026,3/21/2026,"5,527","5,771","2,754","2,896"
41,"PARMA, OH",MAR,2026,3/28/2026,"5,284","6,191","2,660","3,022"
41,"PARMA, OH",MAR,2026,4/4/2026,"6,099","5,417","3,087","2,678"
41,"PARMA, OH",APR,2026,4/11/2026,"4,696","5,607","2,410","2,819"
42,"GREENSBORO, NC (GUILFORD)",FEB,2026,2/7/2026,"4,247","4,334","2,031","1,768"
42,"GREENSBORO, NC (GUILFORD)",FEB,2026,2/14/2026,"6,345","6,092","2,866","2,607"
42,"GREENSBORO, NC (GUILFORD)",FEB,2026,2/21/2026,"5,296","5,393","2,373","2,121"
42,"GREENSBORO, NC (GUILFORD)",FEB,2026,2/28/2026,"2,493","2,428","1,085","1,015"
42,"GREENSBORO, NC (GUILFORD)",MAR,2026,3/7/2026,"3,835","3,804","1,751","1,576"
42,"GREENSBORO, NC (GUILFORD)",MAR,2026,3/14/2026,"7,098","7,611","3,361","3,098"
42,"GREENSBORO, NC (GUILFORD)",MAR,2026,3/21/2026,"7,289","8,122","3,404","3,168"
42,"GREENSBORO, NC (GUILFORD)",MAR,2026,3/28/2026,"5,642","6,428","2,691","2,598"
42,"GREENSBORO, NC (GUILFORD)",MAR,2026,4/4/2026,"7,021","6,507","3,254","2,770"
42,"GREENSBORO, NC (GUILFORD)",APR,2026,4/11/2026,"5,990","7,093","2,852","2,889"
43,"DALLAS, TX (NORTH TOWN MALL)",FEB,2026,2/7/2026,"9,082","8,460","5,210","4,920"
43,"DALLAS, TX (NORTH TOWN MALL)",FEB,2026,2/14/2026,"9,829","10,406","5,894","6,103"
43,"DALLAS, TX (NORTH TOWN MALL)",FEB,2026,2/21/2026,"9,261","8,734","5,425","5,040"
43,"DALLAS, TX (NORTH TOWN MALL)",FEB,2026,2/28/2026,"10,044","10,157","5,939","5,893"
43,"DALLAS, TX (NORTH TOWN MALL)",MAR,2026,3/7/2026,"6,857","6,716","4,052","3,881"
43,"DALLAS, TX (NORTH TOWN MALL)",MAR,2026,3/14/2026,"8,839","9,158","5,498","5,317"
43,"DALLAS, TX (NORTH TOWN MALL)",MAR,2026,3/21/2026,"11,331","11,361","6,718","6,768"
43,"DALLAS, TX (NORTH TOWN MALL)",MAR,2026,3/28/2026,"10,773","10,747","6,520","6,456"
43,"DALLAS, TX (NORTH TOWN MALL)",MAR,2026,4/4/2026,"10,958","11,008","6,777","6,429"
43,"DALLAS, TX (NORTH TOWN MALL)",APR,2026,4/11/2026,4,"2,213",4,"1,189"
44,"ROCHESTER, NY (JAY SCUTTI)",FEB,2026,2/7/2026,"2,378","2,728","1,307","1,525"
44,"ROCHESTER, NY (JAY SCUTTI)",FEB,2026,2/14/2026,"3,309","3,304","1,832","1,749"
44,"ROCHESTER, NY (JAY SCUTTI)",FEB,2026,2/21/2026,"4,068","4,019","2,213","2,001"
44,"ROCHESTER, NY (JAY SCUTTI)",FEB,2026,2/28/2026,"3,356","3,456","1,887","1,838"
44,"ROCHESTER, NY (JAY SCUTTI)",MAR,2026,3/7/2026,"4,597","4,636","2,529","2,470"
44,"ROCHESTER, NY (JAY SCUTTI)",MAR,2026,3/14/2026,"4,892","5,091","2,595","2,631"
44,"ROCHESTER, NY (JAY SCUTTI)",MAR,2026,3/21/2026,"4,880","4,881","2,580","2,550"
44,"ROCHESTER, NY (JAY SCUTTI)",MAR,2026,3/28/2026,"4,481","5,052","2,431","2,557"
44,"ROCHESTER, NY (JAY SCUTTI)",MAR,2026,4/4/2026,"5,145","4,474","2,837","2,440"
44,"ROCHESTER, NY (JAY SCUTTI)",APR,2026,4/11/2026,"4,144","4,557","2,319","2,471"
45,"REDFORD, MI",FEB,2026,2/7/2026,"4,444","4,837","2,349","2,605"
45,"REDFORD, MI",FEB,2026,2/14/2026,"5,218","4,973","2,732","2,644"
45,"REDFORD, MI",FEB,2026,2/21/2026,"4,753","5,226","2,484","2,699"
45,"REDFORD, MI",FEB,2026,2/28/2026,"5,813","6,079","2,912","3,045"
45,"REDFORD, MI",MAR,2026,3/7/2026,"5,522","6,124","2,841","3,151"
45,"REDFORD, MI",MAR,2026,3/14/2026,"6,022","6,688","3,124","3,347"
45,"REDFORD, MI",MAR,2026,3/21/2026,"6,241","6,460","3,098","3,143"
45,"REDFORD, MI",MAR,2026,3/28/2026,"5,424","6,848","2,870","3,254"
45,"REDFORD, MI",MAR,2026,4/4/2026,"6,609","6,105","3,312","3,028"
45,"REDFORD, MI",APR,2026,4/11/2026,"4,640","6,591","2,467","3,173"
46,"WICHITA, KS (EAST WICHITA)",FEB,2026,2/7/2026,"4,564","4,199","2,196","2,079"
46,"WICHITA, KS (EAST WICHITA)",FEB,2026,2/14/2026,"4,224","3,825","2,038","1,868"
46,"WICHITA, KS (EAST WICHITA)",FEB,2026,2/21/2026,"3,274","2,967","1,604","1,374"
46,"WICHITA, KS (EAST WICHITA)",FEB,2026,2/28/2026,"5,547","5,303","2,705","2,531"
46,"WICHITA, KS (EAST WICHITA)",MAR,2026,3/7/2026,"5,231","5,082","2,590","2,427"
46,"WICHITA, KS (EAST WICHITA)",MAR,2026,3/14/2026,"5,638","5,495","2,694","2,632"
46,"WICHITA, KS (EAST WICHITA)",MAR,2026,3/21/2026,"6,122","5,456","2,894","2,537"
46,"WICHITA, KS (EAST WICHITA)",MAR,2026,3/28/2026,"5,136","5,211","2,511","2,498"
46,"WICHITA, KS (EAST WICHITA)",MAR,2026,4/4/2026,"5,748","5,095","2,917","2,496"
46,"WICHITA, KS (EAST WICHITA)",APR,2026,4/11/2026,"4,530","5,201","2,155","2,612"
49,"YORK, PA (MARKET)",FEB,2026,2/7/2026,"4,171","4,078","1,887","1,897"
49,"YORK, PA (MARKET)",FEB,2026,2/14/2026,"5,188","4,832","2,420","2,241"
49,"YORK, PA (MARKET)",FEB,2026,2/21/2026,"4,986","4,734","2,210","2,080"
49,"YORK, PA (MARKET)",FEB,2026,2/28/2026,"5,669","5,543","2,576","2,483"
49,"YORK, PA (MARKET)",MAR,2026,3/7/2026,"5,515","5,506","2,533","2,513"
49,"YORK, PA (MARKET)",MAR,2026,3/14/2026,"6,156","5,761","2,762","2,602"
49,"YORK, PA (MARKET)",MAR,2026,3/21/2026,"5,725","5,494","2,596","2,533"
49,"YORK, PA (MARKET)",MAR,2026,3/28/2026,"5,600","5,239","2,494","2,443"
49,"YORK, PA (MARKET)",MAR,2026,4/4/2026,"6,470","5,226","2,905","2,433"
49,"YORK, PA (MARKET)",APR,2026,4/11/2026,"4,918","5,269","2,239","2,400"
50,"VIRGINIA BEACH, VA (MILITAR)",FEB,2026,2/21/2026,546, -   ,319, -   
55,"TULSA, OK",FEB,2026,2/7/2026,"7,175","6,792","3,546","3,421"
55,"TULSA, OK",FEB,2026,2/14/2026,"6,936","6,954","3,572","3,456"
55,"TULSA, OK",FEB,2026,2/21/2026,"7,135","6,830","3,464","3,154"
55,"TULSA, OK",FEB,2026,2/28/2026,"5,600","5,690","2,735","2,851"
55,"TULSA, OK",MAR,2026,3/7/2026,"8,557","8,530","4,363","4,245"
55,"TULSA, OK",MAR,2026,3/14/2026,"9,105","8,369","4,656","4,154"
55,"TULSA, OK",MAR,2026,3/21/2026,"9,681","8,978","4,666","4,209"
55,"TULSA, OK",MAR,2026,3/28/2026,"8,312","8,607","4,326","4,261"
55,"TULSA, OK",MAR,2026,4/4/2026,"9,564","8,215","4,742","4,202"
55,"TULSA, OK",APR,2026,4/11/2026,"4,319","5,882","2,121","2,745"
59,"W. ST. PAUL, MN",FEB,2026,2/7/2026,"2,096","2,088","1,130","1,179"
59,"W. ST. PAUL, MN",FEB,2026,2/14/2026,"3,426","3,700","1,810","2,153"
59,"W. ST. PAUL, MN",FEB,2026,2/21/2026,"3,274","3,877","1,727","2,205"
59,"W. ST. PAUL, MN",FEB,2026,2/28/2026,"3,215","3,910","1,690","2,136"
59,"W. ST. PAUL, MN",MAR,2026,3/7/2026,"3,527","3,142","1,827","1,776"
59,"W. ST. PAUL, MN",MAR,2026,3/14/2026,"4,237","4,273","2,209","2,430"
59,"W. ST. PAUL, MN",MAR,2026,3/21/2026,"4,160","4,424","2,117","2,350"
59,"W. ST. PAUL, MN",MAR,2026,3/28/2026,"4,422","4,442","2,202","2,405"
59,"W. ST. PAUL, MN",MAR,2026,4/4/2026,"3,768","3,692","1,921","2,058"
59,"W. ST. PAUL, MN",APR,2026,4/11/2026,"4,320","5,160","2,234","2,669"
60,"MADISON, WI (EAST MADISON)",APR,2026,4/11/2026,808,854,,339
62,"BUFFALO, NY (AMHERST)",APR,2026,4/11/2026,275,924,1,441
69,"ALBUQUERQUE, NM (MONTGOMERY)",FEB,2026,2/7/2026,"5,654","5,913","2,519","2,583"
69,"ALBUQUERQUE, NM (MONTGOMERY)",FEB,2026,2/14/2026,"7,555","7,470","3,496","3,337"
69,"ALBUQUERQUE, NM (MONTGOMERY)",FEB,2026,2/21/2026,"8,136","9,088","3,659","3,987"
69,"ALBUQUERQUE, NM (MONTGOMERY)",FEB,2026,2/28/2026,"8,827","9,776","4,029","4,254"
69,"ALBUQUERQUE, NM (MONTGOMERY)",MAR,2026,3/7/2026,"8,780","8,764","4,142","3,737"
69,"ALBUQUERQUE, NM (MONTGOMERY)",MAR,2026,3/14/2026,"9,154","9,330","4,218","3,970"
69,"ALBUQUERQUE, NM (MONTGOMERY)",MAR,2026,3/21/2026,"9,851","9,795","4,393","3,989"
69,"ALBUQUERQUE, NM (MONTGOMERY)",MAR,2026,3/28/2026,"8,729","8,823","3,921","3,804"
69,"ALBUQUERQUE, NM (MONTGOMERY)",MAR,2026,4/4/2026,"9,624","8,649","4,305","3,745"
69,"ALBUQUERQUE, NM (MONTGOMERY)",APR,2026,4/11/2026,"6,910","8,943","3,171","3,914"
70,"BURBANK, IL (BURBANK STA)",FEB,2026,2/7/2026,"6,581","5,952","3,739","3,393"
70,"BURBANK, IL (BURBANK STA)",FEB,2026,2/14/2026,"10,326","9,028","5,865","5,031"
70,"BURBANK, IL (BURBANK STA)",FEB,2026,2/21/2026,"10,059","9,612","5,615","5,197"
70,"BURBANK, IL (BURBANK STA)",FEB,2026,2/28/2026,"10,453","10,363","5,921","5,793"
70,"BURBANK, IL (BURBANK STA)",MAR,2026,3/7/2026,"10,926","10,322","6,199","5,799"
70,"BURBANK, IL (BURBANK STA)",MAR,2026,3/14/2026,"11,593","11,468","6,455","6,314"
70,"BURBANK, IL (BURBANK STA)",MAR,2026,3/21/2026,"11,831","11,260","6,558","5,976"
70,"BURBANK, IL (BURBANK STA)",MAR,2026,3/28/2026,"9,981","10,437","5,467","5,472"
70,"BURBANK, IL (BURBANK STA)",MAR,2026,4/4/2026,"1,332","1,329",795,681
70,"BURBANK, IL (BURBANK STA)",APR,2026,4/11/2026,"2,378","4,415","1,305","2,130"
72,"LANCASTER, PA (E. TOWNE MALL)",FEB,2026,2/7/2026,"5,243","4,914","2,303","2,263"
72,"LANCASTER, PA (E. TOWNE MALL)",FEB,2026,2/14/2026,"3,828","3,795","1,751","1,667"
72,"LANCASTER, PA (E. TOWNE MALL)",FEB,2026,2/21/2026,"5,935","5,825","2,603","2,661"
72,"LANCASTER, PA (E. TOWNE MALL)",FEB,2026,2/28/2026,"5,735","6,010","2,443","2,590"
72,"LANCASTER, PA (E. TOWNE MALL)",MAR,2026,3/7/2026,"5,659","6,143","2,477","2,672"
72,"LANCASTER, PA (E. TOWNE MALL)",MAR,2026,3/14/2026,"7,094","7,202","3,051","3,175"
72,"LANCASTER, PA (E. TOWNE MALL)",MAR,2026,3/21/2026,"6,206","5,890","2,697","2,561"
72,"LANCASTER, PA (E. TOWNE MALL)",MAR,2026,3/28/2026,"6,549","6,536","2,986","3,034"
72,"LANCASTER, PA (E. TOWNE MALL)",MAR,2026,4/4/2026,"6,092","5,497","2,696","2,504"
72,"LANCASTER, PA (E. TOWNE MALL)",APR,2026,4/11/2026,"5,689","6,616","2,618","2,831"
78,"DENVER, CO (BOWLES CROSSING)",FEB,2026,2/7/2026,"2,556","2,463","1,183","1,225"
78,"DENVER, CO (BOWLES CROSSING)",FEB,2026,2/14/2026,"3,976","3,248","1,786","1,615"
78,"DENVER, CO (BOWLES CROSSING)",FEB,2026,2/21/2026,"4,081","3,861","1,887","1,760"
78,"DENVER, CO (BOWLES CROSSING)",FEB,2026,2/28/2026,"2,888","2,703","1,346","1,286"
78,"DENVER, CO (BOWLES CROSSING)",MAR,2026,3/7/2026,"4,156","4,228","1,879","2,016"
78,"DENVER, CO (BOWLES CROSSING)",MAR,2026,3/14/2026,"4,360","4,352","1,986","2,046"
78,"DENVER, CO (BOWLES CROSSING)",MAR,2026,3/21/2026,"4,460","4,585","2,086","2,132"
78,"DENVER, CO (BOWLES CROSSING)",MAR,2026,3/28/2026,"4,525","4,531","2,048","2,134"
78,"DENVER, CO (BOWLES CROSSING)",MAR,2026,4/4/2026,"4,804","4,254","2,301","2,038"
78,"DENVER, CO (BOWLES CROSSING)",APR,2026,4/11/2026,"3,716","4,516","1,742","2,151"
79,"MURRAY, UT (SALT LAKE CITY)",APR,2026,4/11/2026,,991,,513
80,"FAIRVIEW HEIGHTS, IL",FEB,2026,2/7/2026,"3,495","3,113","1,852","1,638"
80,"FAIRVIEW HEIGHTS, IL",FEB,2026,2/14/2026,"4,878","4,661","2,582","2,426"
80,"FAIRVIEW HEIGHTS, IL",FEB,2026,2/21/2026,"4,849","4,503","2,486","2,231"
80,"FAIRVIEW HEIGHTS, IL",FEB,2026,2/28/2026,"5,131","5,331","2,667","2,671"
