Store,Location,Month,Year,WeekEndDate, Exits , Exits LY ,# Sale Txns,# Sale Txns LY
1028,"HOFFMAN ESTATES, IL",JUL,2026,7/18/2026,"6,373","6,572","3,268","3,298"
1028,"HOFFMAN ESTATES, IL",JUL,2026,7/25/2026,"6,677","6,509","3,449","3,156"
1028,"HOFFMAN ESTATES, IL",JUL,2026,8/1/2026,"6,305","6,149","3,183","2,991"
1029,"NORTH HOLLYWOOD, CA",JUL,2026,7/11/2026,"8,520","7,902","4,306","4,174"
1029,"NORTH HOLLYWOOD, CA",JUL,2026,7/18/2026,"8,859","8,545","4,470","4,422"
1029,"NORTH HOLLYWOOD, CA",JUL,2026,7/25/2026,"8,812","8,633","4,484","4,308"
1029,"NORTH HOLLYWOOD, CA",JUL,2026,8/1/2026,"9,036","8,762","4,399","4,253"
1030,"NORTH CHARLESTON, SC",JUL,2026,7/11/2026,"7,619","7,960","3,206","3,272"
1030,"NORTH CHARLESTON, SC",JUL,2026,7/18/2026,"14,184","14,532","5,882","5,936"
1030,"NORTH CHARLESTON, SC",JUL,2026,7/25/2026,"15,115","15,614","5,934","5,936"
1030,"NORTH CHARLESTON, SC",JUL,2026,8/1/2026,"17,219","18,481","6,368","6,440"
1031,"ANDERSON, SC",JUL,2026,7/11/2026,"3,369","3,188","1,665","1,653"
1031,"ANDERSON, SC",JUL,2026,7/18/2026,"5,803","5,751","2,838","2,862"
1031,"ANDERSON, SC",JUL,2026,7/25/2026,"6,276","5,921","2,903","2,835"
1031,"ANDERSON, SC",JUL,2026,8/1/2026,"7,191","7,422","3,274","3,455"
1032,"WEST JORDAN, UT",JUL,2026,7/11/2026,"5,494","5,481","2,581","2,788"
1032,"WEST JORDAN, UT",JUL,2026,7/18/2026,"8,074","8,342","3,881","4,066"
1032,"WEST JORDAN, UT",JUL,2026,7/25/2026,"8,445","8,802","4,102","4,260"
1032,"WEST JORDAN, UT",JUL,2026,8/1/2026,"8,231","8,884","3,794","4,136"
1033,"ABILENE, TX",JUL,2026,7/11/2026,"4,337","4,075","1,944","1,783"
1033,"ABILENE, TX",JUL,2026,7/18/2026,"8,357","7,764","3,805","3,358"
1033,"ABILENE, TX",JUL,2026,7/25/2026,"8,199","8,008","3,595","3,363"
1033,"ABILENE, TX",JUL,2026,8/1/2026,"9,166","9,306","3,860","3,565"
1034,"EAST BRUNSWICK, NJ",JUL,2026,7/11/2026,"6,543","6,972","3,767","3,945"
1034,"EAST BRUNSWICK, NJ",JUL,2026,7/18/2026,"6,457","7,145","3,817","3,886"
1034,"EAST BRUNSWICK, NJ",JUL,2026,7/25/2026,"6,492","7,002","3,797","3,794"
1034,"EAST BRUNSWICK, NJ",JUL,2026,8/1/2026,"6,222","6,624","3,511","3,669"
1035,"MASON, OH",JUL,2026,7/11/2026,"3,112","2,752","1,523","1,289"
1035,"MASON, OH",JUL,2026,7/18/2026,"3,299","3,065","1,561","1,362"
1035,"MASON, OH",JUL,2026,7/25/2026,"4,568","4,056","2,179","1,910"
1035,"MASON, OH",JUL,2026,8/1/2026,"4,671","4,409","2,103","1,937"
1036,"HAMDEN, CT",JUL,2026,7/11/2026,"4,808","5,759","2,393","2,753"
1036,"HAMDEN, CT",JUL,2026,7/18/2026,"6,185","6,741","3,020","3,275"
1036,"HAMDEN, CT",JUL,2026,7/25/2026,"6,121","6,743","3,128","3,206"
1036,"HAMDEN, CT",JUL,2026,8/1/2026,"6,203","6,599","3,010","3,043"
1037,"MESA, AZ (RIVERVIEW)",JUL,2026,7/11/2026,"5,676","6,383","2,456","2,963"
1037,"MESA, AZ (RIVERVIEW)",JUL,2026,7/18/2026,"7,120","7,744","3,098","3,510"
1037,"MESA, AZ (RIVERVIEW)",JUL,2026,7/25/2026,"8,249","9,829","3,483","4,254"
1037,"MESA, AZ (RIVERVIEW)",JUL,2026,8/1/2026,"8,214","9,864","3,474","4,220"
1038,"ST PETERS, MO",JUL,2026,7/11/2026,"2,798","3,103","1,348","1,418"
1038,"ST PETERS, MO",JUL,2026,7/18/2026,"4,857","5,302","2,171","2,351"
1038,"ST PETERS, MO",JUL,2026,7/25/2026,"4,807","5,471","2,120","2,455"
1038,"ST PETERS, MO",JUL,2026,8/1/2026,"4,027","4,977","1,745","2,072"
1039,"JOHNSTOWN, CO",JUL,2026,7/11/2026,"3,833","3,674","1,808","1,728"
1039,"JOHNSTOWN, CO",JUL,2026,7/18/2026,"3,788","3,346","1,718","1,518"
1039,"JOHNSTOWN, CO",JUL,2026,7/25/2026,"5,296","4,923","2,317","2,239"
1039,"JOHNSTOWN, CO",JUL,2026,8/1/2026,"5,465","5,693","2,276","2,494"
1040,"OSWEGO, IL",JUL,2026,7/11/2026,"4,702","4,490","2,428","2,332"
1040,"OSWEGO, IL",JUL,2026,7/18/2026,"6,360","5,935","3,174","3,079"
1040,"OSWEGO, IL",JUL,2026,7/25/2026,"6,504","6,506","3,213","3,145"
1040,"OSWEGO, IL",JUL,2026,8/1/2026,"6,413","6,356","3,049","3,151"
1041,"NEW BRAUNFELS, TX",JUL,2026,7/11/2026,"3,812","3,899","1,827","1,883"
1041,"NEW BRAUNFELS, TX",JUL,2026,7/18/2026,"5,761","5,884","2,814","2,955"
1041,"NEW BRAUNFELS, TX",JUL,2026,7/25/2026,"6,351","6,670","2,962","3,225"
1041,"NEW BRAUNFELS, TX",JUL,2026,8/1/2026,"6,816","7,116","3,112","3,231"
1043,"EASTON, PA",JUL,2026,7/11/2026,"4,730","4,591","2,222","2,231"
1043,"EASTON, PA",JUL,2026,7/18/2026,"6,925","6,795","3,097","3,237"
1043,"EASTON, PA",JUL,2026,7/25/2026,"6,101","5,931","2,692","2,725"
1043,"EASTON, PA",JUL,2026,8/1/2026,"6,726","7,042","2,834","3,253"
1044,"CHANDLER, AZ",JUL,2026,7/11/2026,"4,586","4,848","2,108","2,222"
1044,"CHANDLER, AZ",JUL,2026,7/18/2026,"6,492","6,361","2,856","2,817"
1044,"CHANDLER, AZ",JUL,2026,7/25/2026,"5,744","5,820","2,677","2,741"
1044,"CHANDLER, AZ",JUL,2026,8/1/2026,"5,070","5,162","2,389","2,368"
1045,"RIALTO, CA",JUL,2026,7/11/2026,"11,629","11,301","4,795","4,914"
1045,"RIALTO, CA",JUL,2026,7/18/2026,"10,879","10,983","4,396","4,559"
1045,"RIALTO, CA",JUL,2026,7/25/2026,"15,710","15,054","6,169","6,022"
1045,"RIALTO, CA",JUL,2026,8/1/2026,"16,763","16,238","6,152","6,145"
1046,"CHATTANOOGA, TN",JUL,2026,7/11/2026,"4,874","5,312","2,485","2,733"
1046,"CHATTANOOGA, TN",JUL,2026,7/18/2026,"5,477","5,596","2,780","2,935"
1046,"CHATTANOOGA, TN",JUL,2026,7/25/2026,"5,048","6,060","2,360","2,831"
1046,"CHATTANOOGA, TN",JUL,2026,8/1/2026,"6,895","7,303","3,131","3,198"
1047,"LEWISVILLE, TX",JUL,2026,7/11/2026,"7,061","7,355","3,301","3,561"
1047,"LEWISVILLE, TX",JUL,2026,7/18/2026,"9,004","9,136","4,143","4,450"
1047,"LEWISVILLE, TX",JUL,2026,7/25/2026,"8,993","9,147","4,181","4,367"
1047,"LEWISVILLE, TX",JUL,2026,8/1/2026,"9,342","9,339","4,032","4,301"
1048,"CARY, NC",JUL,2026,7/11/2026,"3,462","3,464","1,647","1,725"
1048,"CARY, NC",JUL,2026,7/18/2026,"6,422","6,166","2,988","2,945"
1048,"CARY, NC",JUL,2026,7/25/2026,"7,477","7,803","3,481","3,633"
1048,"CARY, NC",JUL,2026,8/1/2026,"7,591","7,601","3,506","3,557"
1049,"LAKE PARK, FL",JUL,2026,7/11/2026,"4,794","5,278","2,514","2,781"
1049,"LAKE PARK, FL",JUL,2026,7/18/2026,"4,496","4,861","2,366","2,504"
1049,"LAKE PARK, FL",JUL,2026,7/25/2026,"5,537","5,778","2,811","2,937"
1049,"LAKE PARK, FL",JUL,2026,8/1/2026,"5,386","6,043","2,726","2,974"
1050,"BOLINGBROOK, IL",JUL,2026,7/11/2026,"4,978","5,191","2,441","2,470"
1050,"BOLINGBROOK, IL",JUL,2026,7/18/2026,"6,015","6,196","2,908","2,910"
1050,"BOLINGBROOK, IL",JUL,2026,7/25/2026,"6,218","6,466","2,947","2,986"
1050,"BOLINGBROOK, IL",JUL,2026,8/1/2026,"6,122","6,544","2,839","2,969"
1052,"GRAND ISLAND, NE",JUL,2026,7/11/2026,"3,707","3,794","1,828","1,894"
1052,"GRAND ISLAND, NE",JUL,2026,7/18/2026,"5,102","5,033","2,548","2,447"
1052,"GRAND ISLAND, NE",JUL,2026,7/25/2026,"5,649","5,469","2,780","2,590"
1052,"GRAND ISLAND, NE",JUL,2026,8/1/2026,"5,641","5,457","2,666","2,565"
1053,"MIAMI, FL (KENDALLGATE)",JUL,2026,7/11/2026,"4,021","4,337","2,254","2,446"
1053,"MIAMI, FL (KENDALLGATE)",JUL,2026,7/18/2026,"5,381","5,867","2,969","3,210"
1053,"MIAMI, FL (KENDALLGATE)",JUL,2026,7/25/2026,"6,728","6,955","3,613","3,770"
1053,"MIAMI, FL (KENDALLGATE)",JUL,2026,8/1/2026,"6,656","7,303","3,566","3,958"
1054,"MCDONOUGH, GA",JUL,2026,7/11/2026,"4,825","5,043","2,457","2,495"
1054,"MCDONOUGH, GA",JUL,2026,7/18/2026,"6,072","6,177","3,130","2,964"
1054,"MCDONOUGH, GA",JUL,2026,7/25/2026,"6,703","6,953","3,312","3,224"
1054,"MCDONOUGH, GA",JUL,2026,8/1/2026,"5,525","6,642","2,492","2,635"
1055,"FLORENCE, SC",JUL,2026,7/11/2026,"5,305","4,967","1,868","1,741"
1055,"FLORENCE, SC",JUL,2026,7/18/2026,"11,987","11,085","3,773","3,454"
1055,"FLORENCE, SC",JUL,2026,7/25/2026,"9,970","10,000","3,194","3,030"
1055,"FLORENCE, SC",JUL,2026,8/1/2026,"8,804","8,704","3,015","2,667"
1056,"NEW CANEY, TX",JUL,2026,7/11/2026,"6,976","7,217","3,018","3,128"
1056,"NEW CANEY, TX",JUL,2026,7/18/2026,"9,201","8,886","3,978","3,755"
1056,"NEW CANEY, TX",JUL,2026,7/25/2026,"10,462","10,286","4,522","4,107"
1056,"NEW CANEY, TX",JUL,2026,8/1/2026,"9,521","9,349","4,005","3,553"
1057,"BOCA RATON, FL",JUL,2026,7/11/2026,646,791,374,433
1057,"BOCA RATON, FL",JUL,2026,7/25/2026,"3,078","3,187","1,787","1,881"
1057,"BOCA RATON, FL",JUL,2026,8/1/2026,"5,649","5,539","3,190","3,175"
1058,"CARSON, CA",JUL,2026,7/11/2026,"3,985","3,528","2,042","1,904"
1058,"CARSON, CA",JUL,2026,7/18/2026,"5,718","5,192","2,778","2,793"
1058,"CARSON, CA",JUL,2026,7/25/2026,"7,153","7,247","3,359","3,558"
1058,"CARSON, CA",JUL,2026,8/1/2026,"3,376","3,284","1,483","1,649"
1059,"LITHONIA, GA",JUL,2026,7/11/2026,"5,335","5,417","3,216","3,198"
1059,"LITHONIA, GA",JUL,2026,7/18/2026,"5,845","5,863","3,457","3,466"
1059,"LITHONIA, GA",JUL,2026,7/25/2026,"5,992","6,428","3,469","3,539"
1059,"LITHONIA, GA",JUL,2026,8/1/2026,"7,947","7,622","4,159","3,924"
1061,"DAWSONVILLE, GA",JUL,2026,7/11/2026,"1,299","1,367",566,618
1061,"DAWSONVILLE, GA",JUL,2026,7/18/2026,"2,667","2,619","1,122","1,164"
1061,"DAWSONVILLE, GA",JUL,2026,7/25/2026,"2,818","2,938","1,152","1,295"
1061,"DAWSONVILLE, GA",JUL,2026,8/1/2026,"3,168","3,214","1,244","1,395"
1062,"LANCASTER, PA (RED ROSE CMNS)",JUL,2026,7/11/2026,"3,348","3,405","1,616","1,707"
1062,"LANCASTER, PA (RED ROSE CMNS)",JUL,2026,7/18/2026,"5,829","6,376","2,802","3,029"
1062,"LANCASTER, PA (RED ROSE CMNS)",JUL,2026,7/25/2026,"5,587","6,417","2,715","3,060"
1062,"LANCASTER, PA (RED ROSE CMNS)",JUL,2026,8/1/2026,"5,933","6,888","2,730","3,266"
1063,"CHESTERFIELD, VA",JUL,2026,7/11/2026,"2,224","2,388","1,052","1,153"
1063,"CHESTERFIELD, VA",JUL,2026,7/18/2026,"3,883","3,885","1,877","1,895"
1063,"CHESTERFIELD, VA",JUL,2026,7/25/2026,"3,865","4,070","1,821","1,940"
1063,"CHESTERFIELD, VA",JUL,2026,8/1/2026,"4,214","3,955","1,914","1,736"
1064,"MELBOURNE, FL",JUL,2026,7/11/2026,"6,073","5,930","3,094","2,987"
1064,"MELBOURNE, FL",JUL,2026,7/18/2026,"5,490","5,649","2,767","2,721"
1064,"MELBOURNE, FL",JUL,2026,7/25/2026,"6,331","5,701","3,078","2,725"
1064,"MELBOURNE, FL",JUL,2026,8/1/2026,"7,458","7,312","3,418","3,424"
1065,"WEBSTER, NY",JUL,2026,7/11/2026,"4,081","4,662","2,330","2,612"
1065,"WEBSTER, NY",JUL,2026,7/18/2026,"4,249","5,062","2,345","2,886"
1065,"WEBSTER, NY",JUL,2026,7/25/2026,"4,088","4,861","2,243","2,782"
1065,"WEBSTER, NY",JUL,2026,8/1/2026,"4,021","5,118","2,264","2,823"
1066,"TREXLERTOWN, PA",JUL,2026,7/11/2026,"3,863","4,014","1,922","1,987"
1066,"TREXLERTOWN, PA",JUL,2026,7/18/2026,"4,306","4,934","2,189","2,426"
1066,"TREXLERTOWN, PA",JUL,2026,7/25/2026,"4,464","4,934","2,141","2,430"
1066,"TREXLERTOWN, PA",JUL,2026,8/1/2026,"4,109","4,857","1,994","2,275"
1067,"OAKDALE, MN",JUL,2026,7/11/2026,"3,879","4,240","1,948","2,131"
1067,"OAKDALE, MN",JUL,2026,7/18/2026,"4,843","4,998","2,321","2,487"
1067,"OAKDALE, MN",JUL,2026,7/25/2026,"4,070","4,273","1,921","2,085"
1067,"OAKDALE, MN",JUL,2026,8/1/2026,"4,483","4,797","2,195","2,355"
1068,"PHOENIX, AZ (AHWATUKEE)",JUL,2026,7/11/2026,"3,566","3,658","1,627","1,641"
1068,"PHOENIX, AZ (AHWATUKEE)",JUL,2026,7/18/2026,"5,889","6,074","2,553","2,576"
1068,"PHOENIX, AZ (AHWATUKEE)",JUL,2026,7/25/2026,"6,191","6,197","2,723","2,615"
1068,"PHOENIX, AZ (AHWATUKEE)",JUL,2026,8/1/2026,"5,339","5,196","2,396","2,251"
1069,"UPLAND, CA",JUL,2026,7/11/2026,"6,717","6,773","3,350","3,360"
1069,"UPLAND, CA",JUL,2026,7/18/2026,"7,037","7,710","3,452","3,791"
1069,"UPLAND, CA",JUL,2026,7/25/2026,"4,333","4,823","2,133","2,289"
1069,"UPLAND, CA",JUL,2026,8/1/2026,"2,765","2,947","1,361","1,318"
1070,"LAS VEGAS, NV (SAHARA CENTER)",JUL,2026,7/11/2026,"4,638","5,139","2,233","2,462"
1070,"LAS VEGAS, NV (SAHARA CENTER)",JUL,2026,7/18/2026,"6,103","6,648","2,890","3,175"
1070,"LAS VEGAS, NV (SAHARA CENTER)",JUL,2026,7/25/2026,"5,984","7,120","2,807","3,313"
1070,"LAS VEGAS, NV (SAHARA CENTER)",JUL,2026,8/1/2026,"6,137","6,969","2,789","3,197"
1071,"SAN LEANDRO, CA",JUL,2026,7/11/2026,"7,026","6,971","3,340","3,199"
1071,"SAN LEANDRO, CA",JUL,2026,7/18/2026,"8,834","8,949","4,044","3,934"
1071,"SAN LEANDRO, CA",JUL,2026,7/25/2026,"8,860","8,762","4,081","3,763"
1071,"SAN LEANDRO, CA",JUL,2026,8/1/2026,"9,244","8,647","4,067","3,671"
1072,"GENEVA, IL",JUL,2026,7/11/2026,"2,254","2,360","1,155","1,163"
1072,"GENEVA, IL",JUL,2026,7/18/2026,"3,679","3,515","1,740","1,726"
1072,"GENEVA, IL",JUL,2026,7/25/2026,"3,024","3,278","1,438","1,435"
1072,"GENEVA, IL",JUL,2026,8/1/2026,"3,186","3,256","1,419","1,498"
1073,"DOUGLASVILLE, GA",JUL,2026,7/11/2026,"3,568","3,248","1,769","1,579"
1073,"DOUGLASVILLE, GA",JUL,2026,7/18/2026,"7,079","7,292","3,393","3,363"
1073,"DOUGLASVILLE, GA",JUL,2026,7/25/2026,"8,206","8,948","3,863","3,958"
1073,"DOUGLASVILLE, GA",JUL,2026,8/1/2026,"6,556","6,489","2,824","2,792"
1074,"SPEEDWAY, IN",JUL,2026,7/11/2026,"10,446","10,465","4,243","4,371"
1074,"SPEEDWAY, IN",JUL,2026,7/18/2026,"9,394","9,365","3,829","3,788"
1074,"SPEEDWAY, IN",JUL,2026,7/25/2026,"9,738","10,004","3,749","3,845"
1074,"SPEEDWAY, IN",JUL,2026,8/1/2026,"13,716","13,989","4,908","4,884"
1075,"HOLLYWOOD, FL (DANIA)",JUL,2026,7/11/2026,"6,452","6,817","3,372","3,384"
1075,"HOLLYWOOD, FL (DANIA)",JUL,2026,7/18/2026,"7,660","8,244","3,976","4,246"
1075,"HOLLYWOOD, FL (DANIA)",JUL,2026,7/25/2026,"6,834","7,283","3,526","3,632"
1075,"HOLLYWOOD, FL (DANIA)",JUL,2026,8/1/2026,"8,901","9,013","4,416","4,295"
1076,"MOUNT LAUREL, NJ",JUL,2026,7/11/2026,"5,789","5,887","2,617","2,662"
1076,"MOUNT LAUREL, NJ",JUL,2026,7/18/2026,"6,300","6,245","2,797","2,823"
1076,"MOUNT LAUREL, NJ",JUL,2026,7/25/2026,"5,268","5,491","2,272","2,328"
1076,"MOUNT LAUREL, NJ",JUL,2026,8/1/2026,"5,968","6,043","2,570","2,575"
1077,"TORRANCE, CA (PROMENADE)",JUL,2026,7/11/2026,"4,317","4,290","2,462","2,498"
1077,"TORRANCE, CA (PROMENADE)",JUL,2026,7/18/2026,"4,875","4,613","2,667","2,627"
1077,"TORRANCE, CA (PROMENADE)",JUL,2026,7/25/2026,"3,750","3,873","2,129","2,114"
1077,"TORRANCE, CA (PROMENADE)",JUL,2026,8/1/2026,"5,172","5,285","2,789","2,902"
1078,"CINCINNATI, OH (32 EAST)",JUL,2026,7/11/2026,"2,576","2,394","1,224","1,143"
1078,"CINCINNATI, OH (32 EAST)",JUL,2026,7/18/2026,"2,826","2,969","1,286","1,325"
1078,"CINCINNATI, OH (32 EAST)",JUL,2026,7/25/2026,"3,209","3,421","1,531","1,597"
1078,"CINCINNATI, OH (32 EAST)",JUL,2026,8/1/2026,"3,367","3,675","1,495","1,596"
1079,"FARMINGTON, CT",JUL,2026,7/11/2026,"8,761","8,169","4,608","4,279"
1079,"FARMINGTON, CT",JUL,2026,7/18/2026,"8,876","8,358","4,697","4,440"
1079,"FARMINGTON, CT",JUL,2026,7/25/2026,"9,024","9,095","4,700","4,517"
1079,"FARMINGTON, CT",JUL,2026,8/1/2026,"8,969","9,222","4,619","4,441"
1080,"SOMERVILLE, MA",JUL,2026,7/11/2026,"12,845","13,584","5,916","6,105"
1080,"SOMERVILLE, MA",JUL,2026,7/18/2026,"15,692","16,036","7,320","7,523"
1080,"SOMERVILLE, MA",JUL,2026,7/25/2026,"15,478","16,290","7,504","7,453"
1080,"SOMERVILLE, MA",JUL,2026,8/1/2026,"14,855","15,107","7,053","6,918"
1081,"BRONX, NY (BRUCKNER)",JUL,2026,7/11/2026,"11,703","12,476","5,228","5,756"
1081,"BRONX, NY (BRUCKNER)",JUL,2026,7/18/2026,"10,000","11,062","4,683","4,917"
1081,"BRONX, NY (BRUCKNER)",JUL,2026,7/25/2026,"8,131","7,984","3,637","3,768"
1081,"BRONX, NY (BRUCKNER)",JUL,2026,8/1/2026,"7,823","8,149","3,402","3,949"
1082,"SPARKS, NV",JUL,2026,7/11/2026,"4,464","5,115","1,958","2,254"
1082,"SPARKS, NV",JUL,2026,7/18/2026,"6,908","7,435","2,880","3,133"
1082,"SPARKS, NV",JUL,2026,7/25/2026,"7,083","7,795","3,019","3,204"
1082,"SPARKS, NV",JUL,2026,8/1/2026,"7,974","8,601","3,185","3,433"
1083,"DOWNEY, CA",JUL,2026,7/11/2026,"9,164","8,709","4,441","4,402"
1083,"DOWNEY, CA",JUL,2026,7/18/2026,"12,008","10,970","5,542","5,501"
1083,"DOWNEY, CA",JUL,2026,7/25/2026,"12,008","11,658","5,395","5,543"
1083,"DOWNEY, CA",JUL,2026,8/1/2026,"11,606","11,660","5,179","5,530"
1085,"INDIAN LAND, SC",JUL,2026,7/11/2026,"4,939","4,782","2,409","2,302"
1085,"INDIAN LAND, SC",JUL,2026,7/18/2026,"5,212","5,221","2,475","2,598"
1085,"INDIAN LAND, SC",JUL,2026,7/25/2026,"4,172","4,102","1,948","1,931"
1085,"INDIAN LAND, SC",JUL,2026,8/1/2026,"6,271","6,311","2,758","2,709"
1086,"ORLANDO, FL (VINELAND)",JUL,2026,7/11/2026,"4,047","4,091","1,618","1,648"
1086,"ORLANDO, FL (VINELAND)",JUL,2026,7/18/2026,"13,991","13,621","5,396","5,484"
1086,"ORLANDO, FL (VINELAND)",JUL,2026,7/25/2026,"14,277","14,824","5,612","5,601"
1086,"ORLANDO, FL (VINELAND)",JUL,2026,8/1/2026,"15,442","15,193","5,674","5,604"
1087,"CAPE CORAL, FL",JUL,2026,7/11/2026,"7,976","7,442","4,219","4,011"
1087,"CAPE CORAL, FL",JUL,2026,7/18/2026,"8,971","8,171","4,650","4,302"
1087,"CAPE CORAL, FL",JUL,2026,7/25/2026,"10,060","9,793","5,262","5,094"
1088,"MIDWEST CITY, OK",JUL,2026,7/11/2026,"5,124","5,231","2,422","2,463"
1088,"MIDWEST CITY, OK",JUL,2026,7/18/2026,"4,673","4,701","2,217","2,168"
1088,"MIDWEST CITY, OK",JUL,2026,7/25/2026,"4,986","4,979","2,348","2,207"
1088,"MIDWEST CITY, OK",JUL,2026,8/1/2026,"6,278","7,070","2,738","3,066"
1089,"BRONX, NY (THE HUB)",JUL,2026,7/11/2026,"11,181","11,246","4,950","4,868"
1089,"BRONX, NY (THE HUB)",JUL,2026,7/18/2026,"11,255","11,706","5,028","4,743"
1089,"BRONX, NY (THE HUB)",JUL,2026,7/25/2026,"12,217","11,531","4,986","4,682"
1089,"BRONX, NY (THE HUB)",JUL,2026,8/1/2026,"15,190","14,919","6,601","6,250"
1090,"SANDY, UT",JUL,2026,7/11/2026,"2,276","2,591","1,066","1,180"
1090,"SANDY, UT",JUL,2026,7/18/2026,"2,981","2,947","1,405","1,399"
1090,"SANDY, UT",JUL,2026,7/25/2026,"3,930","4,067","1,888","1,849"
1090,"SANDY, UT",JUL,2026,8/1/2026,"4,018","4,052","1,826","1,692"
1091,"BOWIE, MD",JUL,2026,7/11/2026,"2,983","2,838","1,559","1,576"
1091,"BOWIE, MD",JUL,2026,7/18/2026,"1,808","1,661",904,889
1091,"BOWIE, MD",JUL,2026,7/25/2026,"5,677","5,114","2,783","2,769"
1091,"BOWIE, MD",JUL,2026,8/1/2026,"4,701","4,612","2,299","2,397"
1092,"RICHFIELD, MN",JUL,2026,7/11/2026,"5,208","5,286","2,882","2,813"
1092,"RICHFIELD, MN",JUL,2026,7/18/2026,"8,334","8,442","4,587","4,495"
1092,"RICHFIELD, MN",JUL,2026,7/25/2026,"8,219","8,330","4,519","4,398"
1092,"RICHFIELD, MN",JUL,2026,8/1/2026,"8,395","8,361","4,468","4,441"
1093,"TULSA, OK (CENTENNIAL PLAZA)",JUL,2026,7/11/2026,"6,358","6,368","3,537","3,694"
1093,"TULSA, OK (CENTENNIAL PLAZA)",JUL,2026,7/18/2026,"5,327","5,262","3,022","2,998"
1093,"TULSA, OK (CENTENNIAL PLAZA)",JUL,2026,7/25/2026,"2,358","2,204","1,331","1,306"
1093,"TULSA, OK (CENTENNIAL PLAZA)",JUL,2026,8/1/2026,"5,253","5,863","3,019","3,452"
1094,"EVERGREEN PARK, IL",JUL,2026,7/11/2026,"8,089","7,397","4,341","3,912"
1094,"EVERGREEN PARK, IL",JUL,2026,7/18/2026,"9,368","8,853","4,916","4,647"
1094,"EVERGREEN PARK, IL",JUL,2026,7/25/2026,"9,570","8,514","5,005","4,417"
1094,"EVERGREEN PARK, IL",JUL,2026,8/1/2026,"8,948","8,811","4,725","4,553"
1095,"PORTSMOUTH, NH",JUL,2026,7/11/2026,"2,637","2,657","1,186","1,250"
1095,"PORTSMOUTH, NH",JUL,2026,7/18/2026,"3,271","3,120","1,474","1,427"
1095,"PORTSMOUTH, NH",JUL,2026,7/25/2026,"3,118","3,034","1,484","1,343"
1095,"PORTSMOUTH, NH",JUL,2026,8/1/2026,"3,824","3,781","1,713","1,689"
1096,"LANCASTER, CA",JUL,2026,7/11/2026,"6,384","7,567","3,369","3,978"
1096,"LANCASTER, CA",JUL,2026,7/18/2026,"8,360","9,287","4,402","4,892"
1096,"LANCASTER, CA",JUL,2026,7/25/2026,"8,511","9,958","4,446","5,083"
1096,"LANCASTER, CA",JUL,2026,8/1/2026,"8,805","10,722","4,539","5,370"
1097,"PROSPER, TX",JUL,2026,7/11/2026,"9,543","8,971","4,069","3,973"
1097,"PROSPER, TX",JUL,2026,7/18/2026,"10,424","10,224","4,470","4,354"
1097,"PROSPER, TX",JUL,2026,7/25/2026,"10,535","10,789","4,373","4,440"
1097,"PROSPER, TX",JUL,2026,8/1/2026,"8,845","9,172","3,625","3,686"
1098,"SAN DIEGO, CA (PALM PROM)",JUL,2026,7/11/2026,"10,114","10,662","5,420","5,547"
1098,"SAN DIEGO, CA (PALM PROM)",JUL,2026,7/18/2026,"7,638","7,816","3,922","3,882"
1098,"SAN DIEGO, CA (PALM PROM)",JUL,2026,7/25/2026,"12,435","12,835","6,374","6,290"
1098,"SAN DIEGO, CA (PALM PROM)",JUL,2026,8/1/2026,"13,647","14,273","7,216","7,270"
1099,"DALLAS, TX (HIGH POINT)",JUL,2026,7/11/2026,"6,143","6,614","3,099","3,328"
1099,"DALLAS, TX (HIGH POINT)",JUL,2026,7/18/2026,"9,617","9,935","4,891","4,859"
1099,"DALLAS, TX (HIGH POINT)",JUL,2026,7/25/2026,"9,184","10,345","4,688","4,877"
1099,"DALLAS, TX (HIGH POINT)",JUL,2026,8/1/2026,"9,610","9,963","4,682","4,647"
1100,"SALISBURY, MD",JUL,2026,7/11/2026,"6,133","6,122","1,659","1,644"
1100,"SALISBURY, MD",JUL,2026,7/18/2026,"1,858","1,760",495,496
1100,"SALISBURY, MD",JUL,2026,7/25/2026,"5,307","5,005","1,305","1,191"
1100,"SALISBURY, MD",JUL,2026,8/1/2026,"9,371","9,713","2,426","2,514"
1101,"BROOKLYN, NY (KINGS PLAZA)",JUL,2026,7/11/2026,"3,076","3,024","1,361","1,318"
1101,"BROOKLYN, NY (KINGS PLAZA)",JUL,2026,7/18/2026,"15,668","15,755","6,878","7,239"
1101,"BROOKLYN, NY (KINGS PLAZA)",JUL,2026,7/25/2026,"13,127","12,943","5,565","5,817"
1101,"BROOKLYN, NY (KINGS PLAZA)",JUL,2026,8/1/2026,"17,627","17,855","7,159","7,953"
1102,"MOORE, OK (FRITTS FARM)",JUL,2026,7/11/2026,"4,804","4,790","2,228","2,181"
1102,"MOORE, OK (FRITTS FARM)",JUL,2026,7/18/2026,"5,143","5,244","2,328","2,305"
1102,"MOORE, OK (FRITTS FARM)",JUL,2026,7/25/2026,"5,337","5,450","2,411","2,383"
1102,"MOORE, OK (FRITTS FARM)",JUL,2026,8/1/2026,"5,831","6,823","2,613","2,781"
1103,"MIAMI, FL (MIAMI SHORES)",JUL,2026,7/11/2026,"8,865","9,276","4,734","4,954"
1103,"MIAMI, FL (MIAMI SHORES)",JUL,2026,7/18/2026,"9,188","9,603","4,847","4,965"
1103,"MIAMI, FL (MIAMI SHORES)",JUL,2026,7/25/2026,"8,981","9,697","4,788","5,068"
