DMAs_Included,DMAs_Excluded,Posterior_Draws,Observed_Traffic,Counterfactual_Traffic_Mean,Counterfactual_Traffic_Median,Counterfactual_Traffic_Lower_95,Counterfactual_Traffic_Upper_95,Incremental_Traffic_Mean,Incremental_Traffic_Median,Impact_Lower_95,Impact_Upper_95,Probability_Positive,Probability_Negative,Relative_Lift_Mean,Relative_Lift_Median,Relative_Lift_Lower_95,Relative_Lift_Upper_95,Relative_Lift_Valid_Fraction
9,2,8000,69901752.0,69538966.73762663,69544031.4101834,66123761.43964048,72938711.50672878,362785.26237336814,357720.58981659974,-3036959.506728773,3777990.560359527,0.595625,0.404375,0.005808155160601922,0.005143800015103136,-0.04163714224479876,0.057135143452606355,1.0
