Draw,"Atlanta, GA","Chicago, IL","Dallas-Ft. Worth, TX","Houston, TX","Los Angeles, CA","Miami-Ft. Lauderdale, FL","New York, NY","Philadelphia, PA",Puerto Rico
5044,-606024.5441098204,-2308237.6614594115,342417.7537404703,-307786.7794030837,253666.33583822683,503325.99970160006,380866.8624710492,-1146123.9154944979,257190.3764839894
5045,-347469.4761472164,-1106959.5764244944,-24998.752542313072,-277842.59942818806,352063.33540580794,364741.0682736301,729750.3289969922,-296155.140123392,255478.80118865008
5046,-186891.21453012398,299592.8174975435,470040.8205280629,-648009.5209179743,1188879.9270477835,289302.509125559,1829412.3623246578,-740451.8734015052,-144820.13427002565
5047,-473299.74880571465,-1397756.1537596711,393217.0872352229,-274951.4120143398,1100537.4947431993,-125947.91606447147,-855440.9105709465,-734645.681098564,789515.912812646
5048,-601071.2186533583,-940222.6979426441,43322.28273418406,-324554.0549735336,972036.5842119164,-169127.21579709812,-1081688.412388219,-1003471.6838778835,248902.71887148172
5049,-564662.3137841715,561291.104767439,-121670.78856588865,-131689.55870160984,881027.4949846552,-383295.2135992771,2372505.97007064,-928021.5891288194,498963.28809205815
5050,-551281.7119327931,-1016910.7018281858,299502.645913632,-750480.368801408,1055244.001909711,-105387.30048858793,-252276.62381215533,-303401.03877372073,1182441.6696358675
5051,-369673.54215243517,369920.93266291777,434752.81803337496,-425070.49730777857,1406626.3844249088,-552331.0107535142,1234598.4629920516,-579798.9740267554,978973.812730311
5052,-501970.4817782366,-1926928.416236707,327185.7418374999,-1015519.4847955046,2042846.9915792,699509.3236252854,1884183.169710422,-1117016.424133881,1253.2025262243114
5053,310240.9439613834,-1886087.316989789,-171279.22933731973,-429636.52456517075,1114318.7374967337,243144.65879910556,324392.5383246918,-28725.955863843905,-24790.252422732534
5054,-511318.04945787473,-440601.55943324335,-50388.8542638761,-691586.2292067735,-328468.9360946368,182555.05722190416,-86504.62075293297,-914801.3409774227,900965.8601681491
5055,-336438.55583344866,-961707.553847318,53221.03290003259,-787283.5812699862,416975.10347553785,296224.3587082757,593887.0920920558,-658403.8409946717,241929.8011739035
5056,-142562.09551616956,-317819.9153154107,-6997.359277199139,-221182.3874911745,497361.9571367202,343878.5219561986,825627.0786567482,-637394.3003021629,412960.7334580715
5057,-91537.5220286423,-324011.9277791297,-38212.615552096744,-486864.3578639629,36066.64251623815,410942.4615784518,1014002.5908371448,-667411.3925260871,590411.5283426067
5058,-168259.37037921383,-67567.26312522241,124388.3435402743,-1027255.7737649541,390059.84229530324,26251.754875304876,1428191.3536281115,-419154.3940985957,595619.030410697
5059,70838.18354741659,577381.4821644445,437770.3750401201,594752.042733771,190718.0422888212,770529.9261780314,3205515.15065245,-684430.1156459629,1269455.9438016668
5060,-311678.81886953226,-1953247.6642876405,439841.1141250782,-619317.553370176,265909.78422066406,792605.7142998565,549202.6462888531,-1058709.5487143602,637861.901567653
5061,-27582.115277753794,-1312030.117783876,600234.5854273351,-869245.2717438686,806360.5919158128,-183883.27377725882,632233.983814822,-413211.02825147496,987158.6940967008
5062,-571506.9922468696,-1437234.618465771,300080.3752089075,-1370423.1452014353,74789.66444105865,591263.0081720835,-428748.14184919326,-1218850.1469204514,545752.4646727028
5063,-174214.3404469774,572113.7037025195,127175.42339852895,386517.3461120861,350127.17800447927,108614.0855383809,1866061.9930482372,-510880.23563033005,496202.3808167721
5064,-354339.9719957303,398948.65381341276,461080.47327850154,-1259766.9815001483,665088.3198299923,605908.4325931087,1787874.7539665243,-551368.1247842492,294661.1308981746
5065,-154930.71289630816,-750036.1306443946,630171.5749329074,204012.71101220069,1087573.7272753639,434821.48134596203,1241544.2259625602,-63636.41298649169,630686.5308164379
5066,356176.1439221553,-1327421.7688200946,266784.49699270073,2286.7421547094127,577935.2041277224,16580.248003500863,-867380.5019033789,-860836.8427252661,-155740.70253959182
5067,-769886.4738310709,-382606.304901719,532393.3394173587,-891937.3280729351,20004.023987628752,586347.4787954319,395771.2077580928,-865257.2011759116,761188.6759057541
5068,-1052655.2156958408,-521021.645008769,-167773.17991144548,-448366.12381974177,1124957.9776488459,93297.72917720827,1497003.1407069187,-1016212.129882882,200336.1648640677
5069,-139366.0088677106,-674879.7275459509,-425194.0212731671,-487977.9558062707,151289.91116829752,403161.4256836419,1927570.5946211559,-1192066.6186367138,517061.9139045221
5070,-353593.79872455157,-1473027.5916182643,-144278.0992942982,-342998.1208876659,511502.33654520777,539006.4200759736,2153772.370830011,-1194948.379723751,492152.3313219154
5071,-214558.17887845915,978410.5807501611,372384.579651559,-219442.49881092925,884945.7428038123,660705.80621019,-109622.87375807366,-364960.8672869728,794634.4490496418
5072,-299807.49976884294,-570520.5913550083,-411434.6285571591,-1090046.3588423792,353885.64679171145,498108.6291329352,584826.1764344368,-728430.7061578707,276243.5176107371
5073,-404966.5563522429,202560.18071171734,-254546.670997623,-249403.70680191042,811589.9857928725,263211.00804597547,959312.5513508753,-827642.426226142,1176811.094802666
5074,-10265.82196875487,561618.933745405,72118.2662258147,-516944.86897255795,453508.5885002983,594870.113600856,1160585.5986502683,-793335.9608199499,706721.8550149305
5075,-240616.24375366175,1163289.301626739,142900.6028303824,-83386.73717177112,1552892.3213939352,647293.6055500705,1687206.9076387095,-447422.6038095029,-260796.5493462463
5076,9043.785145524074,-2853433.4363792636,41106.03701719351,-559284.8143802157,1125804.8909205552,-261792.18403931556,2738352.1240474894,-392059.29041920113,950724.7897766966
5077,-80030.43223016849,-1948419.1242702757,-280880.88558244763,-385289.2303336605,1146548.027007291,-46293.16540473292,178549.15004888596,-947852.452694282,437555.8788496854
5078,-178616.6254906092,-1731242.4764369219,136691.04675994883,-805508.2049051874,531323.8638026516,201426.70024304092,251023.43547414104,-454381.3527911062,379420.04321876075
5079,-101643.0253904832,-1590183.603673695,-416230.03299954406,-663496.289032415,1187070.2295907482,292300.8735688664,-864564.2352462849,-1049767.922221296,251058.11399984895
5080,-429780.6333549719,-1287110.8611397233,-498729.9150603871,-763297.4607867672,-323869.1902982737,296636.9044193713,2378540.606220688,-255188.3743245839,429033.4862726813
5081,125480.13374180597,-986571.6790323341,-68703.03073008615,-1224099.3032400676,371816.75741448975,333131.0682078148,330716.81746210484,-1073059.3958867514,383786.0792703293
5082,131633.5082489245,-1241835.3397182347,788189.4504835489,-1756670.6585240792,1098131.7992854198,-153997.47795029427,848308.2559464648,-781413.355878631,826051.590195311
5083,243081.71652283438,-1341085.9661768752,-147389.70636676054,-2390674.74727116,-303189.08836673456,-350205.54904778465,-383769.4718822483,-1187411.9061439862,101711.9864612855
5084,-414969.1116570785,-1195007.375904089,225665.51601307606,-1117408.7292413334,721541.5402827691,68199.9098412738,-169719.06013260875,-884195.0843745155,875232.807088336
5085,-328649.79792382,-239121.53546157887,12309.420759095461,-355851.7441471983,180950.12160124374,137601.80258202553,1704441.10049514,-310489.95885216794,637736.2941805995
5086,-388427.2253989595,-881538.5817934574,269875.0155232608,-781233.721028198,1081408.782077188,496440.99875164847,7158.236810968723,-264471.4908826122,284787.68664362864
5087,111409.32776080689,-194330.44834886957,-37471.24579470919,-962263.8810827738,635320.4921496301,-100682.92499873438,1689929.2325123772,-564516.1974794012,742353.8528470504
5088,-575075.9562403505,-1114936.6718585873,-25768.6945712585,-203320.73668285948,946797.5002572171,542363.2783080102,869949.5730113662,-694294.6235149733,586757.4273835255
5089,118882.50134240428,145080.62669774948,-380675.18640881986,155604.52923879202,1114852.8450117868,181581.7743113517,1557832.5163216053,-82168.22625928023,324386.6254708844
5090,-323234.9146413569,-566489.4695122635,-381139.63092206104,-1132688.1019490978,1092928.1704368955,483141.2295125383,-1246813.9871875737,-712722.7949911185,1134137.6914835577
5091,-93085.8030453957,-335603.4409648649,-80963.81912796514,-738252.9427153686,-6831.489734397503,-64135.628354870714,1142086.5659088786,-505647.2316287239,112919.44024436991
5092,-203562.4843679081,-982270.6816381164,16831.566942829057,-890767.3566606063,-8961.186044968665,173923.4125042184,-980622.0641602855,-727083.2452743712,375617.3964751526
5093,-62839.29666854942,-47486.503251341404,-30977.200975871994,-907364.0545028518,183190.34523124387,272490.5767023207,1867426.552557331,-771395.3891738708,873820.0598009436
5094,-390356.26616578305,-983720.7475851992,-39118.27823844133,-129935.75396751787,290233.0642117192,150577.56751966942,1131516.997534777,-559402.939523241,182081.96104499255
5095,-136244.8584409043,-1260906.7826186488,-214439.95538258017,143212.65715074097,-27604.96610710048,247543.5201671078,1339949.2559037795,-323961.5832889342,126276.13822369766
5096,96294.5428774741,-284848.8628781844,-138874.7708784301,-445408.2157527297,691150.8781735927,-45953.15494363953,879330.4700945811,-765933.9470472375,748299.2403376562
5097,-51226.62345493428,-410846.99666394584,-34869.42281302088,-381923.95102447923,-43199.36180760362,646700.549842115,1860513.8266669398,-594558.2297155763,860122.5605469237
5098,-195041.597616771,-1190754.0739255915,-65540.97746288683,-474881.2202635569,118971.65369640058,-126147.03874507372,1804090.7094333577,-653646.1734654696,347016.0189799105
5099,-190300.30360386858,-1056040.5515783613,-41116.76416894258,-574059.9575034096,285377.2295776005,-42125.71010921674,1361044.5678556534,-671848.3070576481,320408.86967510404
5100,-654069.362631995,-640047.4973690471,202109.96377477155,-224444.90081481088,848240.9801378245,531967.4864133152,1557951.122346607,-1006737.4820928463,969575.4926194812
5101,90657.73988980427,-1090137.6111849735,681202.3702721106,72311.91826420662,-354086.66470298497,102280.97518563631,-1309121.3067214233,-224653.9524008059,467909.6380916587
5102,-73027.5607152076,-573019.1444800236,11187.878445663373,-655210.8909794718,-44554.757711679675,561295.1581185436,1410381.0363480817,-645740.000658619,-449713.71297608875
5103,-117407.18771278014,-641345.4880443574,261901.02489757934,21595.839847972034,1407986.8247546377,-157445.95101233013,-351658.1808874458,-987520.2696523579,1043372.5839972141
5104,-438133.94730798993,-304155.8348082688,-241360.22219437116,-1020462.4642445858,884785.3316120503,527550.0411912892,1703926.4728387608,-476954.63151140336,-94125.5898419884
5105,170056.95988859533,-1006908.8425756183,193010.37862729526,-896659.3297223311,867733.5718394762,-307485.126532665,741362.5461021976,-646287.421188962,401824.3562328988
5106,168426.80773202097,-200485.39936595852,-88571.87427994539,-1142010.9109280356,294710.82182326005,405224.6515721886,291337.58320437744,-612610.8698700393,443138.39579459233
5107,-649908.1576390133,-745609.8827571839,10777.01851997606,-491888.9171473142,762319.8652447709,27214.669832114363,2020589.0022727298,-679204.3704946951,390700.04514639964
5108,-710170.6154230016,-332406.7600439172,-109896.2448272634,-781276.4764676846,562282.3155090737,563014.7034143843,824956.4252287783,-965217.9946702915,514306.5077002093
5109,177261.8511065566,-1605866.5263289667,396907.5003159926,59015.39417786768,1239456.2347387036,209815.51723708166,3609208.613530211,-882297.9939494907,738354.5659775271
5110,-737608.651555012,-1095170.5997765427,582505.7919506629,-391883.6388079808,1468779.257366474,-2146.9262444564374,243984.388566799,-454112.7755338984,836406.2074245953
5111,-296272.4181292,-785654.5601462636,583561.8901474199,-272440.12742909975,503855.44437097735,48018.07592734799,762989.675405243,-1212489.4939994619,340010.0217589729
5112,-23171.1560033703,-1410350.7337067898,22282.292143392493,-480498.98680122267,414280.02074658964,430137.7891249547,1044740.9146595211,-1188894.857789335,935150.0203435216
5113,-159697.29801622662,-589848.1499216884,-249684.3337527432,-481002.8200327421,1139365.2722875632,44484.572991325054,515923.24519239506,-650857.2209775696,-28910.665173870744
5114,214340.44120054308,-478745.59614516597,-358366.5151089387,-256077.0444538741,439418.639963859,16818.319603453507,873025.5007809969,-427505.0970070835,311487.3122308871
5115,-445552.39579334087,-716785.2158721497,-370369.3764098161,-1287600.5829907674,966989.0275724074,-287245.185344273,1641593.897747224,-1219423.241392702,741278.4341305785
5116,-444081.8368716927,-442859.10845828685,-980392.1104105045,-1290984.3027718207,968627.3141734707,-390440.39365824347,1638852.7951528984,-569719.333458985,187773.69113631966
5117,-246385.16669183772,-550525.6515920112,1042682.6165176011,334320.6435010403,-54716.962015452096,-547845.2785937878,83777.52796922624,-938680.2575169061,605151.949491065
5118,-43258.25713581836,-760358.1757106382,558527.5389180229,-120786.24731708237,314347.7065054625,644412.9127622237,1274900.2910421505,-1112167.5032105078,858832.8834484091
5119,-87410.99203541933,-1022409.5038685743,535816.3034933708,-443741.8065196477,274916.46988833556,-221484.88945018162,660066.8627255629,-884861.1930868228,530465.7514366035
5120,-20570.572944795946,-1615382.8878035112,99169.98821452935,-250463.2125543818,423027.83730588225,148308.30403945653,174654.09608189994,-790153.2505399399,374169.9400798688
5121,105533.82471178437,-537010.2059682992,-334880.39693278633,-659308.4443734896,348338.12657560525,357314.7265100755,2103362.2852007905,-771330.2927325822,515540.98500155425
5122,-233527.39026948402,-1368270.1079748438,296457.7503739076,-1148437.8924824912,523969.55072081764,14198.786714027403,826721.0405059736,-197283.10578575544,597972.7169336649
5123,265748.8734151011,-1020149.919683312,-128059.84093597939,-91796.04215218942,996187.5514718199,58927.10958181415,1387074.991611157,-810846.939374318,781714.4550371888
5124,-573607.2787229404,-866820.9143279096,157305.5156330202,-574012.9082360271,1129463.7581935234,383185.210917694,793778.4624834256,-499736.0394630508,168457.1542950566
5125,-140600.17721998692,-1039258.6299279534,211521.61461836135,-24819.655076218885,779810.7364390627,550821.7211753898,1707366.9033001876,-1123339.274133933,381975.4120003234
5126,-457172.68121038994,97438.73390448559,356689.376904908,-764506.2095767347,1284243.3625519117,626102.8938926302,848460.6174413562,-1124639.791605223,907246.8705586316
5127,90236.61184999882,-1090131.9082416138,81980.25598779588,-682206.828136122,-450337.5834059329,145449.17456296936,993723.9969504881,-840814.8575114001,92386.9099843027
5128,277514.0233072481,-1063635.2210241791,-327004.1908483186,-873803.661077831,-113188.75938608125,489048.58297745767,3034611.6840880457,-363512.25727369206,308443.75822097505
5129,-463940.3242166226,-211010.67876048118,313120.35622931086,-307240.6765909395,1045367.866540557,570231.6242006138,637415.1906792875,-316969.17387091636,678652.5372175875
5130,202550.5559726312,-28231.62367718958,271791.91306707845,-663620.2446769603,1058306.6044370737,474742.037300079,1492904.6265231469,-1292800.4046952608,614772.2135617684
5131,-334607.8967171763,-106739.32484088175,-17012.95020016085,-1278689.835354762,795906.5130910163,527858.1602829947,452330.80837153224,-1111748.4529013624,-89128.69181679236
5132,-47028.38972299133,-1555454.268545383,382257.8066374925,-807881.6649812567,954574.590284524,-94124.46715047932,664740.4225114048,-849490.5955382973,231135.1591033975
5133,-117615.46866441157,530325.0659286674,-336740.6982781271,-524521.6161127158,1086947.9843930025,-279143.2601756442,999137.080503535,-1035227.452772268,823063.2106927646
5134,-127714.10071760893,-622416.7575287882,-239118.94670571585,-435272.99152143113,1008095.7266489288,400945.1785227447,1972453.1436905253,-1074097.8007171534,186008.53382012248
5135,-17682.92931236251,-531855.756263064,48455.59494994965,-449545.7960793191,877514.5583138063,157874.77311530197,797862.1860416445,-765787.6648815875,264972.8882544886
5136,-78015.19705575204,-538676.373725472,559497.92608638,-573185.8120624616,1218847.1190976766,427917.5287077193,1457366.0846117649,-1042236.0601680309,504924.7698353259
5137,180920.1917736499,342854.8095843801,-13548.276476547355,73445.55420439562,-124541.1125565411,-254261.0837408905,376274.2008788297,-926489.1974786124,528516.5221575745
5138,190570.4460993372,-793222.4242639187,-71223.83528138069,-738411.3465687758,724183.7330196709,-309401.5548232922,77118.41917858738,-733601.1564759973,1080620.0873436306
5139,376001.661818341,140535.50445016287,35093.17976537428,-888998.468899453,311251.3699966341,720803.8269576186,2920819.8989887927,-503689.23699069547,1340309.187789693
5140,136531.13233561628,695897.5648674545,-75709.75776858814,-98399.39335530344,554956.939117105,284132.5052540612,1543058.4548816793,-507821.2750313564,-177306.7816900171
5141,107086.98456289817,1424616.3041898771,321713.7281765797,63569.959840733674,536019.293091659,141957.19343921193,1502321.3611190105,-391891.39149598056,23605.718063386623
5142,-221874.91577988013,-601952.1820999274,599551.6696779641,-1114649.3743334522,1143727.50271613,789236.3070044924,-86380.55147750536,-80936.64778385044,-180770.400001958
5143,487345.12027236447,1524976.8502188602,-689401.3305605103,626536.3785926386,283126.1608911718,-601019.3863453581,-1264569.6351155015,-1550472.3806776262,1431160.4101236435
5144,572675.6611253128,-1911724.6639473578,206708.3656643274,-1692505.887535322,-591082.9420670918,738489.1004895663,-2183515.431038075,90314.4882867434,-278016.49725267664
5145,-653122.5792354717,-1590857.7906354547,591618.158739173,-1227785.1088266396,-671766.7707867837,134445.0553507913,-1908514.7723906809,-424811.47158888297,931887.8225253322
5146,-545926.1341890501,-451289.2330362316,139359.82158286741,-641651.0441477484,489244.8592433175,289042.3631416665,-248492.86783800228,-294212.79059572495,362417.0480601068
5147,-221972.86883220193,-1270487.170493749,52541.25883297704,-572103.0210500242,166493.66276821634,352177.93698321155,-698924.5147331432,-262886.35447992524,607560.8151671684
5148,33137.719894067326,-424911.7052385708,-154231.40944719082,-996271.6265492188,951549.7395571345,84853.21708171745,1756433.5070203946,-412860.94402773166,471123.7865723232
5149,-298767.1071959713,-923035.7611368826,298765.41605001874,-1199.0976840243675,486115.2302678656,288783.20205330674,363425.3723205961,-705370.214671606,472513.25581380096
5150,-580061.0278838595,-227930.58352790447,-14376.66270064644,111074.89985359262,-133354.88016268238,143032.65286108933,-1636826.575521667,-311975.96873493586,122665.20918117068
5151,181267.20007090794,-801590.5094476675,-221836.04044530867,-347369.4824206419,-190713.49072010233,108857.05582420132,1367871.9009953304,-750591.5549685372,624941.2653815749
5152,-315773.4004769892,-366761.27855667146,297107.3638609913,-599013.5407299012,680238.406592896,235873.25302417076,756988.7642769143,-668364.8185386669,508033.26259153057
5153,-438794.3868887888,-738973.8790359554,96351.31088662497,-198672.3937615467,803715.7274532018,365741.8828865198,783121.2637084043,-657933.4696983487,369418.6042389318
5154,-381494.5937685326,-577956.4030152176,-332287.95630800445,-173241.24975126365,1316875.80639205,338015.65744525986,-11926.26550774835,-931001.5806807058,827303.9119588479
5155,59011.17298324371,225913.92784786632,-249125.37827640318,-831352.7401760315,-610761.6878639611,235618.27144055616,1011399.4976098533,-805787.6545394672,92254.20989540801
5156,-74264.95339364011,-752935.0053310565,425579.8518667113,-1007646.398353597,84242.01195868826,194199.96769198868,543160.945129028,-715549.1214142131,311623.6469899337
5157,-244337.16335286782,-623774.6288797538,545572.6616731025,-707399.5986889168,408886.56843273505,480108.85697350604,1597084.0335937417,-639648.718466775,217941.58497275645
5158,-106161.70463921339,-392864.31433457485,-639738.4940385391,-890358.0998427002,-172846.14732585335,123820.31551675336,962144.7823705673,-384086.3182598973,296041.5777653211
5159,-390790.7756284212,-136604.02904878976,100483.68891806877,-627974.5666275193,1286152.0604746738,436700.5382750322,1085233.6106398026,-255742.93147125316,732021.9615914033
5160,-110085.91027807328,-686885.0900483356,-276943.23079127574,-727450.2397281204,991494.8639955611,91294.95099999057,430918.22138276324,-377553.5025667434,403023.97535754973
5161,-318456.8283442467,-533979.5585748954,171107.64199518948,-662596.1160828341,1260848.9794839125,433853.6231227773,-254427.41109372862,-340931.77125682007,58946.604237061925
5162,-641423.3529382728,273749.2600974452,104977.30747683044,-914800.3337340711,400711.61233794317,218366.36304742156,240224.51265563676,-1202460.1313807806,436008.43430057936
5163,-131826.78304271528,-925672.278422354,-208264.67782803916,-132361.80208017712,380704.064883156,210856.7132212458,1044171.9059193018,-525328.7554102947,401563.5698639308
5164,144901.38183690794,-769404.9136974345,30628.283978605876,-1375866.8416547412,210075.13487583934,229368.07316807576,1441933.3794905734,-816476.7649371432,335582.2264413645
5165,-397367.1109825572,475528.7207710572,86303.10085203045,-1159944.8580106383,789036.777333861,237554.8471380662,-596107.2943514376,-656694.1566339362,509438.58188232244
5166,-850844.9534778824,260595.56909444067,188160.14724107727,-94428.1942923041,527506.2341741088,-121939.33122685156,536.3793866070919,-925762.5877536852,517295.50926881866
5167,411790.3600559029,-712948.8621215977,221208.3823166549,-1085583.2987514597,680847.2989262252,-198705.14298324892,1461630.2257552242,-1395003.9249657816,687077.3653120553
5168,-199858.8484445099,-729138.5769946709,85456.82210833428,-442624.1031208242,787641.3619511218,68864.62187233428,666009.9612343987,-707797.3858720828,477962.8989106242
5169,-559200.7074847756,-204914.59849029372,-151722.50256709405,-216880.08174713387,919841.5069166997,616027.8059552807,2803805.070555008,-434605.95359289914,954135.1999563558
5170,-668444.5834794346,-217629.96924054204,-108672.41256026062,-641889.8886416381,758406.2630652725,520154.67919342185,2041279.7300709574,-899946.5737827579,87959.01009385753
5171,-189130.89324718586,-758368.3663792326,-50123.66964934708,-472270.1062127865,514043.7979880285,509342.8826090065,2497600.367679048,-731924.6012366468,152876.4954345401
5172,-188423.00503839896,-529772.4803835445,325849.2919420623,-762735.5709583801,664121.4431859555,65072.23662554275,2096918.3890053476,-845906.8314908465,244626.40516702714
5173,-437225.43393334385,-768074.3607729349,66753.65558810253,-684016.1502336598,518144.2652621807,308125.53349003964,1169908.6691001717,-820055.0161873784,170508.63455503504
5174,-205519.09406578692,-576963.4251887575,173880.39231411985,-323254.03339372063,251513.158775141,684182.6224660114,162154.7768288697,-708507.4758048026,304725.4324907013
5175,52954.30123690865,-963795.794440336,390797.31936140475,77040.48686913296,836932.996332037,862077.8328563393,-748768.8728738492,-1119787.964089516,-103679.01925961487
5176,-364039.6607820323,-151547.88077884947,171581.51271483733,-503796.086116484,943000.2868525977,-228030.1043646318,-58714.52100420464,-1010541.5662906673,271602.24459072715
5177,-251491.00045746774,-262043.53350557352,-268995.4455167885,-1375383.8544209977,1039043.3744854666,582381.3681542183,2209823.2019675346,-1113508.4155160792,18651.237143829232
5178,132114.5746419374,820228.0011836888,752219.0489195124,-1760517.6171882274,1095891.3577651065,1055871.8768224963,4246075.046293574,67039.38662510517,-639465.746033713
5179,-413549.94153931516,104790.85665969865,488384.5921763149,-2009197.604690393,1023740.1835419177,740366.0013639142,194680.04784000944,-1219865.2350698218,1485721.90814106
5180,-358620.3618796844,-136924.842778755,486115.21894324815,-1971333.6250697079,364159.59492739034,-136596.20815084642,1281133.130340763,-169970.128137053,-63511.07828932139
5181,-216031.7059549226,-395995.4477583482,63996.782729185885,299847.9374269394,548278.2195976058,60717.7334998023,1404506.0716975234,-660750.0928695374,686941.3027444123
5182,167203.86776610394,-189240.33031725278,-144336.24271803594,141587.3557684872,455789.3702182239,618881.5769350303,1275452.439493223,-718120.6105454505,530980.7972326435
5183,-150307.49874536076,-1197838.3430623782,-111015.69000790967,-1359808.5947460183,30867.730191231938,525886.4720570607,-32073.87385946419,-908276.444393854,655110.4040059196
5184,-557978.0412713919,-1548018.5781195946,322837.9368297438,-699449.0581694458,443987.26292174007,368623.29642114847,726897.7299064831,-630837.3289569849,253940.98508069944
5185,432220.8576063104,-439498.5314689063,399289.7096408119,-132119.76077209797,-60794.376948436024,-100488.91310673289,1421329.8703127848,-792589.547560268,514795.19288895396
5186,-753880.445162129,-618971.6862861948,681194.8796882828,-852048.9253365805,1556409.5176588085,-248225.68019874557,-843581.5561196827,-405177.97012115316,-775875.9385425297
5187,317080.13568048575,-1842165.6442621264,766884.6316810879,-219271.18023863656,423625.1874594148,-206727.48057852266,742550.9338742131,-218887.22380957694,1361139.39094561
5188,-226634.52618156985,607660.1929061237,-238959.91750989365,-718532.5852066488,673179.7423713864,-10023.67171539343,1744964.9470327285,-1131605.9880732086,561747.4784633368
5189,-366583.08472976077,-502457.98900340416,-354262.7194062433,-665756.78628361,247406.58954244736,-349967.5820945648,1507225.0293050935,-646942.6640234429,842160.6666090114
5190,-157004.51938930294,240830.60425829352,-641627.9224018613,296768.43291574996,1080205.423478733,66677.88617914391,1806690.2188381688,-254564.54700357106,733167.5732103788
5191,-238974.3622015129,-747665.5999952358,229547.43560828618,271895.2982699983,186541.83864405076,-219615.5896391176,3281302.6004661745,-1180114.5922702528,519807.6692942588
5192,605119.5172336635,-987620.2442851423,36041.08407005004,192894.45420987974,1027659.5149280587,-113465.3736380632,-1982311.359126842,-247420.87012384518,-185147.46616761666
5193,-978465.788374959,-1219506.77038262,221214.57256576105,-1344522.4148986235,731500.8507558869,215960.58514917362,2088524.9728591524,-581120.6840421845,588469.3638870604
5194,-765671.1928477659,-1290681.193689457,-88124.73096798733,266567.87246511807,703361.9984521081,162158.83593920863,1393043.3910955307,-470481.21176967723,194660.07201938587
5195,-75059.35911599419,-952057.1078787785,418646.1856870523,-284754.31291787094,353042.2074869096,414243.5180228554,1400923.7572747758,-971059.6636277018,136913.13228483335
5196,-278204.1514318233,-578438.6807061986,-214031.80807564326,-205418.8006069028,859060.9811760143,408988.213328877,2275557.451640768,-487492.31592295505,57894.19174133171
5197,-251143.62210627936,-576538.8168724339,-177727.75414954848,-571657.154218221,736111.9644876004,-17825.331561682164,1389005.6853637593,-659452.7130134675,291437.8301128547
5198,-227204.18490342435,-876074.6425423652,41755.19231843436,-354829.5999277276,969380.1278249917,-7568.5657060553785,1641762.8932265425,-635056.9386906159,394584.1883852079
5199,-20870.125433032867,-392935.8127297142,141952.8637664948,-503034.71078948653,670856.8767337466,929720.0172638873,1448851.9998326767,-936339.086513692,600770.8234027212
5200,-223919.05520437495,-864690.4576060585,-185996.45198835677,-642091.4169797646,1237689.5950942656,-78737.36797916575,1378096.7036225717,-832274.7012861155,523828.4743575072
5201,-51883.383479209035,-541604.9158303912,-29622.08072989888,-367940.7826890425,318332.16388165485,74069.50712593063,1876743.9711149107,-786748.8927316939,296823.23374779266
5202,-387321.94912368583,-1535846.0763685522,-61362.60852276569,-910259.1302969106,240908.2916833167,467436.010205191,2282142.4682911336,-737953.5507597668,613203.9509515613
5203,189169.0163665067,-1666722.7170350328,-88207.26337428228,-153110.00940132746,223696.18307402288,43611.68945668731,1566815.1656642235,-765845.7557412222,665729.9223996287
5204,-749880.3172878271,-1795021.9349651732,29897.784164913348,-330814.5085100649,161977.89055661508,80728.7759697031,657367.2956205904,-925106.010084355,516126.3790656219
5205,-174475.618963546,-1993460.6822723998,197220.4024847555,-527603.623283566,21072.2517345713,227224.59234226064,-80154.64934352553,-700100.7969270087,82516.97249161941
5206,186763.27629720635,-901272.0128326113,119005.89335962967,-997794.1461047081,1448047.5396536235,50224.323214550735,951194.3117818474,-691967.7298491537,908041.2554910443
5207,-465028.7147400627,-564294.3528059626,221905.29696414236,-656147.3441535947,1132410.836080639,309717.5227278238,725872.5340131591,-595143.4760578559,319420.67136201425
5208,-649107.2986718405,-855539.4862585296,394368.9746707431,-264739.450411196,444449.7095835011,-58414.73956727842,1386130.7229340216,-655729.8867830384,615002.7722685597
5209,-110495.84249293176,-388519.92375115096,259169.0023300629,-222647.7004223792,764556.8296174265,214685.57228971226,797073.2571980972,-447832.40050190676,391133.887021536
5210,-423829.02501660143,-686104.6518206208,-186920.3973936144,-338037.20272295596,625137.6095058597,89402.12422046496,1897040.3221752723,-974166.188152608,514258.83022187627
5211,99899.50409609475,-485541.0425659644,-250197.3439136201,-1055263.5578448782,892160.1899098004,447039.4602323368,1174772.7379856291,-415983.0296208665,330941.4213196151
5212,-530875.9649492099,-355589.8577775627,112086.35757266276,-604845.74148999,481147.2402327033,402745.2666412274,1448131.524814724,-536035.3338711084,448306.9942781604
5213,-153826.57613157108,-117512.68910740444,153533.92087418959,-627968.1678969808,710482.3677464204,-45777.00936404802,-726939.4323078329,-883256.9673414897,96033.12051623594
5214,46083.53646770638,-995440.6100623845,-401355.30169278115,77675.85402332642,326451.8371700889,636108.8255969508,526668.7918478088,-545201.206466663,-83697.29676323337
5215,102394.67171973718,-769362.6734747889,-376498.13078948995,-1091692.0473619257,593671.3339049977,616807.271688327,11299.322210061364,-924145.7319975022,314979.5607548589
5216,20609.41045735369,-1933245.1089361224,419649.03420506243,-277380.485875939,772719.1298960049,114083.08941572183,1001883.1833988377,-867486.0755528527,941625.5316729187
