panel_rows,panel_dmas,panel_months,panel_start,panel_end,aggregate_incremental,aggregate_lower,aggregate_upper,aggregate_prob_positive,aggregate_lift,aggregate_dmas,positive_dma_count,negative_dma_count,bsts_pass_count,bsts_count,bsts_divergence_count,counterfactual_pass_count,counterfactual_count,counterfactual_mean_r2,placebo_tests,placebo_positive_rate,placebo_zero_crossing_rate,placebo_strong_positive_rate,placebo_strong_negative_rate,incremental_spend,spend_aggregate_impact,spend_impact_per_1k,spend_pearson,spend_pearson_p,spend_spearman,credible_direction_count,heterogeneity_count
612,34,18,2025-02-01,2026-07-01,362785.26237336814,-3036959.506728773,3777990.560359527,0.595625,0.0058081551606019,9.0,6,5,9,11,2,11,11,0.9692267339328833,42,0.5714285714285714,0.8095238095238095,0.2142857142857142,0.0476190476190476,4060636.363636364,362785.2623733681,89.34197251006445,0.5722644574660541,0.1073529476213178,0.2166666666666666,1,9
