Month_Number,Traffic
1,0.9964904866847766
2,0.7505358500385774
3,1.0033960363580887
4,0.9005170389322034
5,1.1306253071288626
6,0.9404451917560022
7,0.9248581221966362
8,1.1893746677139334
9,0.8330362804545836
10,0.857252861232397
11,1.210711108081693
12,1.2627570494222438
