DMAs_Analyzed,Positive_DMA_Count,Negative_DMA_Count,Inconclusive_DMA_Count,Credible_Positive_DMA_Count,Credible_Negative_DMA_Count,Strong_Positive_Evidence_Count,Strong_Negative_Evidence_Count,Mean_DMA_Impact,Median_DMA_Impact,DMA_Impact_Std,DMA_Impact_Min,DMA_Impact_Max,DMA_Impact_Range,DMA_Impact_IQR,Mean_Relative_Lift,Median_Relative_Lift,Relative_Lift_Std,Strongest_Positive_DMA,Strongest_Negative_DMA,Largest_Uncertainty_DMA,Probability_Threshold
9,5,4,8,0,1,0,1,40309.473597040895,32589.78837979398,591281.3882907793,-698524.3873778891,963299.090750296,1661823.478128185,996300.4738114858,-0.00033215059834348606,0.0083268476520127,0.07657635343793211,"New York, NY","Philadelphia, PA","New York, NY",0.95
