Month_Number,Traffic
1,0.7645163142407195
2,0.768331357651034
3,0.9845721813918021
4,0.7709711796180199
5,1.1335934184055543
6,0.9071961862620005
7,0.9282092738647424
8,1.2230416099419874
9,0.8470253877249099
10,0.9119517116833833
11,1.3446742738935995
12,1.4159171053222468
