Analysis,Lag,Correlation
raw,0,0.6291955755656207
raw,1,0.1767924511864003
raw,2,-0.2747415038489896
raw,3,-0.31794287482829886
raw,4,0.1802651171545776
raw,5,0.4741917903115325
raw,6,-0.08716396746170903
raw,7,-0.04636771050531821
raw,8,-0.0022817820012941015
raw,9,0.02091845726851596
raw,10,-0.2798539443781143
raw,11,-0.09239523600085327
raw,12,0.2133011326573343
