DMA,Month,Predicted,Actual
"Tampa-St. Petersburg (Sarasota), FL",2025-07-01,518548.4358012265,457173.0
"Tampa-St. Petersburg (Sarasota), FL",2025-08-01,686448.869581277,628394.0
"Tampa-St. Petersburg (Sarasota), FL",2025-09-01,468983.686532137,398840.0
"Tampa-St. Petersburg (Sarasota), FL",2025-10-01,468282.36752585345,409267.0
"Tampa-St. Petersburg (Sarasota), FL",2025-11-01,691966.2780590572,686085.0
"Tampa-St. Petersburg (Sarasota), FL",2025-12-01,726939.8733476427,712019.0
"Tampa-St. Petersburg (Sarasota), FL",2026-01-01,570419.2926967843,626616.0
"Tampa-St. Petersburg (Sarasota), FL",2026-02-01,435875.6830336938,499071.0
"Tampa-St. Petersburg (Sarasota), FL",2026-03-01,508605.6257894953,580379.0
"Tampa-St. Petersburg (Sarasota), FL",2026-04-01,525639.7688845368,555858.0
"Tampa-St. Petersburg (Sarasota), FL",2026-05-01,692392.3783784134,671204.0
"Tampa-St. Petersburg (Sarasota), FL",2026-06-01,554435.8642577295,509869.0
"Tampa-St. Petersburg (Sarasota), FL",2026-07-01,507509.74708070944,486486.0
"Washington, DC (Hagerstown, MD)",2025-02-01,432391.2094823375,325828.0
"Washington, DC (Hagerstown, MD)",2025-03-01,631966.3008259418,567155.0
"Washington, DC (Hagerstown, MD)",2025-04-01,496412.62835673935,458196.0
"Washington, DC (Hagerstown, MD)",2025-05-01,606421.3085419886,522035.0
"Washington, DC (Hagerstown, MD)",2025-06-01,510663.2500521871,482457.0
"Washington, DC (Hagerstown, MD)",2025-07-01,557328.9985598132,480622.0
"Washington, DC (Hagerstown, MD)",2025-08-01,713537.6830190701,706980.0
"Washington, DC (Hagerstown, MD)",2025-09-01,492289.8751896732,497454.0
"Washington, DC (Hagerstown, MD)",2025-10-01,485742.68152299285,544461.0
"Washington, DC (Hagerstown, MD)",2025-11-01,713209.2168364534,730400.0
"Washington, DC (Hagerstown, MD)",2025-12-01,750246.062005179,747956.0
"Washington, DC (Hagerstown, MD)",2026-01-01,598883.6060546706,529457.0
"Washington, DC (Hagerstown, MD)",2026-02-01,482221.4953527942,433802.0
"Washington, DC (Hagerstown, MD)",2026-03-01,614441.8096526342,624089.0
"Washington, DC (Hagerstown, MD)",2026-04-01,617720.953546742,674316.0
"Washington, DC (Hagerstown, MD)",2026-05-01,763153.3142791712,884105.0
"Washington, DC (Hagerstown, MD)",2026-06-01,625540.6751385105,767918.0
"Washington, DC (Hagerstown, MD)",2026-07-01,602341.9315831014,717282.0
"West Palm Beach-Ft. Pierce, FL",2025-02-01,139461.08268665816,194459.0
"West Palm Beach-Ft. Pierce, FL",2025-03-01,320810.80008902523,276898.0
"West Palm Beach-Ft. Pierce, FL",2025-04-01,185601.00259984608,221467.0
"West Palm Beach-Ft. Pierce, FL",2025-05-01,304206.55728567886,266484.0
"West Palm Beach-Ft. Pierce, FL",2025-06-01,210511.74867601754,207582.0
"West Palm Beach-Ft. Pierce, FL",2025-07-01,228979.74882172933,215176.0
"West Palm Beach-Ft. Pierce, FL",2025-08-01,390346.5579813363,285069.0
"West Palm Beach-Ft. Pierce, FL",2025-09-01,196608.7485538071,217468.0
"West Palm Beach-Ft. Pierce, FL",2025-10-01,205192.05400815388,208729.0
"West Palm Beach-Ft. Pierce, FL",2025-11-01,392425.2166588831,336948.0
"West Palm Beach-Ft. Pierce, FL",2025-12-01,389228.68916487735,331588.0
"West Palm Beach-Ft. Pierce, FL",2026-01-01,307672.854159108,328916.0
"West Palm Beach-Ft. Pierce, FL",2026-02-01,164188.49501541065,250698.0
"West Palm Beach-Ft. Pierce, FL",2026-03-01,236918.43777121208,307439.0
"West Palm Beach-Ft. Pierce, FL",2026-04-01,253952.58086625364,291649.0
"West Palm Beach-Ft. Pierce, FL",2026-05-01,420705.19036013016,375326.0
"West Palm Beach-Ft. Pierce, FL",2026-06-01,282748.6762394463,285010.0
"West Palm Beach-Ft. Pierce, FL",2026-07-01,235822.55906242624,264475.0
