Variable,Coefficient,Std_Error,T_Statistic,P_Value,Lower_95,Upper_95
Treatment_Post,-5752.003578643578,26432.535416383518,-0.21761073949335744,0.8278116813162224,-57671.0327712826,46167.02561399544
