Variable,Coefficient,Std_Error,T_Statistic,P_Value,Lower_95,Upper_95
Spend_Increase_Post,0.128382465326325,0.2732829678873279,0.4697785095017554,0.6386961436842413,-0.4084024538683272,0.6651673845209772
