Actual_Intervention_Date,Placebo_Tests,DMA_Count,Placebo_Date_Count,Mean_Placebo_Impact,Median_Placebo_Impact,Placebo_Impact_Std,Placebo_Impact_Min,Placebo_Impact_Max,Mean_Placebo_Relative_Lift,Median_Placebo_Relative_Lift,Placebo_Positive_Rate,Placebo_Negative_Rate,Placebo_Zero_Crossing_Rate,Strong_Positive_Posterior_Rate,Strong_Negative_Posterior_Rate,Mean_Selected_Controls,Median_Selected_Controls,Mean_Pre_Treatment_Months,Mean_Placebo_Post_Months
2026-01-01,42,24,3,65708.59139346212,50466.23727945944,155147.78147613833,-171800.67683079175,554382.6090939692,0.03880537660604568,0.017879463834640896,0.5714285714285714,0.42857142857142855,0.8095238095238095,0.21428571428571427,0.047619047619047616,1.0,1.0,7.190476190476191,3.8095238095238093
