DMA,Chains,Draws_Per_Chain,Total_Draws,Max_Rhat,Min_ESS_Bulk,Min_ESS_Tail,Divergences,Divergence_Rate,Parameters_Evaluated,Problematic_Parameters,Worst_Rhat_Parameter,Worst_Rhat,Worst_Bulk_ESS_Parameter,Worst_Bulk_ESS,Worst_Tail_ESS_Parameter,Worst_Tail_ESS,Rhat_OK,ESS_Bulk_OK,ESS_Tail_OK,Divergences_OK,Parameter_Diagnostics_OK
"Washington, DC (Hagerstown, MD)",4,2000,8000,1.0029,1903.1423,3310.3084,2,0.00025,8,0,sigma_obs,1.0029,sigma_obs,1903.1423,sigma_obs,3310.3084,True,True,True,False,True
