DMA,Chains,Draws_Per_Chain,Total_Draws,Max_Rhat,Min_ESS_Bulk,Min_ESS_Tail,Divergences,Divergence_Rate,Parameters_Evaluated,Problematic_Parameters,Worst_Rhat_Parameter,Worst_Rhat,Worst_Bulk_ESS_Parameter,Worst_Bulk_ESS,Worst_Tail_ESS_Parameter,Worst_Tail_ESS,Rhat_OK,ESS_Bulk_OK,ESS_Tail_OK,Divergences_OK,Parameter_Diagnostics_OK
"Boston, MA (Manchester, NH)",4,2000,8000,1.0012,2813.0923,3552.9372,1,0.000125,8,0,beta[4],1.0012,sigma_obs,2813.0923,sigma_obs,3552.9372,True,True,True,False,True
