Eligible_DMA_Count,Total_Pre_Treatment_Spend,Total_Post_Treatment_Spend,Total_Incremental_Post_Spend,Total_Incremental_Traffic_Mean,Total_Absolute_Impact,Aggregate_Impact_Per_Incremental_Spend_Dollar,Aggregate_Impact_Per_Incremental_Spend_1K,Spend_Weighted_Impact,Spend_Weighted_Relative_Lift,Positive_DMA_Count,Negative_DMA_Count,Positive_DMA_Share,Negative_DMA_Share
9,19062000.0,16191000.0,4060636.3636363638,362785.2623733681,4388608.901944451,0.08934197251006445,89.34197251006445,246191.05314224862,0.008391256401513392,5,4,0.5555555555555556,0.4444444444444444
